id,gender,wealth_level
1969678555,F,Poor
1861988431,F,Middle
1116214669,F,Poor
1697520242,F,Lower Middle
1295943053,F,Poor
1028283853,F,Upper Middle
1802969788,F,Lower Middle
1705123005,F,Lower Middle
1249832513,F,Poor
1023597681,F,Upper Middle
1889694755,F,Upper Middle
1540156681,F,Rich
1360356841,F,Middle
1663272692,F,Rich
1389956960,F,Rich
1593330787,F,Lower Middle
1233296354,F,Lower Middle
1628903468,F,Middle
1256124834,F,Lower Middle
1608834190,F,Poor
1530256692,F,Rich
1485258467,F,Rich
1338074791,F,Upper Middle
1920100826,F,Lower Middle
1020461908,F,Upper Middle
1550302528,F,Middle
1271946794,F,Rich
1152084410,F,Poor
1883897524,F,Lower Middle
1733372195,F,Upper Middle
1066769368,F,Lower Middle
1598227387,F,Middle
1397960690,F,Rich
1703802397,F,Upper Middle
1554615116,F,Rich
1222219924,F,Upper Middle
1444589699,F,Lower Middle
1732310180,F,Upper Middle
1682918972,F,Lower Middle
1182748081,F,Lower Middle
1475710441,F,Poor
1628593909,F,Poor
1239337587,F,Lower Middle
1060586343,F,Upper Middle
1747093410,F,Rich
1523978590,F,Lower Middle
1091385180,F,Lower Middle
1822828963,F,Upper Middle
1828168554,F,Poor
1006591481,F,Poor
1797883734,F,Middle
1142929764,F,Middle
1029995563,F,Rich
1589061352,F,Rich
1827825763,F,Middle
1875437810,F,Middle
1212625901,F,Lower Middle
1243499074,F,Lower Middle
1421000520,F,Lower Middle
1736676017,F,Upper Middle
1421377016,F,Lower Middle
1440584469,F,Upper Middle
1156899421,F,Rich
1738250618,F,Lower Middle
1075204584,F,Middle
1288480455,F,Upper Middle
1112495141,F,Middle
1438082589,F,Middle
1441551962,F,Upper Middle
1423181251,F,Rich
1128697566,F,Middle
1786516890,F,Upper Middle
1385154883,F,Poor
1884179858,F,Poor
1417145995,F,Upper Middle
1130294269,F,Lower Middle
1238295861,F,Rich
1826259066,F,Upper Middle
1886769743,F,Rich
1432163285,F,Middle
1609452642,F,Middle
1712222137,F,Poor
1331601878,F,Rich
1892522117,F,Upper Middle
1746086659,F,Middle
1268741138,F,Rich
1621996282,F,Middle
1880671915,F,Poor
1787768707,F,Lower Middle
1303743298,F,Upper Middle
1172142115,F,Rich
1070541280,F,Lower Middle
1888336438,F,Poor
1163480235,F,Rich
1387378871,F,Upper Middle
1044132953,F,Poor
1854676097,F,Rich
1646102062,F,Lower Middle
1798896139,F,Lower Middle
1819708033,F,Lower Middle
1107626926,F,Lower Middle
1231225057,F,Upper Middle
1757656180,F,Middle
1601812967,F,Rich
1030836586,F,Lower Middle
1936362817,F,Upper Middle
1707432572,F,Poor
1889948050,F,Middle
1870364407,F,Poor
1359472178,F,Poor
1843872625,F,Poor
1934764589,F,Middle
1968943068,F,Upper Middle
1079025491,F,Middle
1561663343,F,Middle
1500116449,F,Lower Middle
1166251488,F,Rich
1224882534,F,Lower Middle
1904316804,F,Rich
1172671030,F,Upper Middle
1292137842,F,Lower Middle
1647356929,F,Poor
1949692054,F,Upper Middle
1672987723,F,Middle
1455158026,F,Rich
1705690577,F,Lower Middle
1966356704,F,Poor
1163384706,F,Rich
1029068444,F,Lower Middle
1535963778,F,Lower Middle
1601875705,F,Poor
1995146257,F,Upper Middle
1201445736,F,Upper Middle
1914930158,F,Poor
1289371456,F,Middle
1556952798,F,Rich
1826680307,F,Poor
1465645244,F,Lower Middle
1219003991,F,Upper Middle
1795371225,F,Poor
1388168572,F,Poor
1056176033,F,Upper Middle
1401039257,F,Middle
1459323862,F,Lower Middle
1861220890,F,Rich
1136807034,F,Poor
1607745058,F,Middle
1645886515,F,Upper Middle
1568408496,F,Poor
1073388249,F,Lower Middle
1677255373,F,Upper Middle
1854308779,F,Lower Middle
1645827720,F,Poor
1528600973,F,Rich
1893464043,F,Lower Middle
1906019823,F,Upper Middle
1595057187,F,Lower Middle
1156213777,F,Poor
1822722868,F,Rich
1030619953,F,Lower Middle
1882241222,F,Middle
1298550053,F,Upper Middle
1973191033,F,Upper Middle
1780084373,F,Lower Middle
1532343388,F,Upper Middle
1433692547,F,Poor
1331154963,F,Rich
1274491762,F,Middle
1249934083,F,Upper Middle
1289060771,F,Lower Middle
1307806661,F,Lower Middle
1584405379,F,Rich
1996689204,F,Lower Middle
1898494450,F,Poor
1934009525,F,Middle
1918898911,F,Upper Middle
1262386292,F,Poor
1079627216,F,Poor
1725147545,F,Poor
1370075528,F,Lower Middle
1245493438,F,Rich
1213667009,F,Lower Middle
1101168118,F,Lower Middle
1799222771,F,Lower Middle
1254355837,F,Upper Middle
1970432174,F,Lower Middle
1735261028,F,Lower Middle
1655172160,F,Upper Middle
1222990323,F,Rich
1647355204,F,Lower Middle
1207456689,F,Poor
1951554536,F,Poor
1105088806,F,Middle
1864208057,F,Lower Middle
1265232643,F,Poor
1899521256,F,Poor
1349277093,F,Middle
1299997626,F,Lower Middle
1753961260,F,Rich
1438230681,F,Lower Middle
1246286462,F,Lower Middle
1403464776,F,Rich
1409696022,F,Rich
1529916851,F,Poor
1110263737,F,Upper Middle
1512568434,F,Lower Middle
1366715238,F,Poor
1578614486,F,Upper Middle
1020170470,F,Poor
1693559063,F,Upper Middle
1041115623,F,Poor
1166015812,F,Poor
1445996476,F,Poor
1650261477,F,Poor
1388318491,F,Upper Middle
1964819562,F,Middle
1885736091,F,Rich
1391236426,F,Poor
1567613308,F,Lower Middle
1735671464,F,Lower Middle
1092093269,F,Poor
1690205894,F,Rich
1558415324,F,Middle
1303028708,F,Middle
1585299273,F,Poor
1583293320,F,Lower Middle
1518162281,F,Middle
1586806805,F,Middle
1672641396,F,Middle
1158975275,F,Lower Middle
1938632453,F,Middle
1204725578,F,Middle
1315052662,F,Rich
1435812617,F,Upper Middle
1943084763,F,Upper Middle
1856864162,F,Lower Middle
1188459483,F,Middle
1230579821,F,Upper Middle
1451306114,F,Poor
1572064920,F,Upper Middle
1816020879,F,Rich
1058015346,F,Rich
1058900067,F,Lower Middle
1972197839,F,Lower Middle
1456093284,F,Poor
1174563329,F,Rich
1557564263,F,Upper Middle
1808066751,F,Middle
1197820613,F,Poor
1596409562,F,Rich
1375775028,F,Middle
1428541838,F,Rich
1285368002,F,Lower Middle
1090694969,F,Rich
1858641696,F,Lower Middle
1885175689,F,Poor
1669185289,F,Upper Middle
1922252964,F,Middle
1168430320,F,Poor
1286932008,F,Poor
1260130297,F,Lower Middle
1785121315,F,Lower Middle
1068291955,F,Middle
1581956781,F,Middle
1365223034,F,Middle
1382777871,F,Lower Middle
1565193322,F,Rich
1129456189,F,Lower Middle
1239542855,F,Rich
1211003886,F,Middle
1670832726,F,Upper Middle
1014420417,F,Lower Middle
1536136957,F,Rich
1259774682,F,Lower Middle
1996719653,F,Poor
1847492535,F,Upper Middle
1045618646,F,Poor
1799590767,F,Lower Middle
1370186283,F,Poor
1667565336,F,Middle
1169736789,F,Lower Middle
1532459716,F,Lower Middle
1837624796,F,Poor
1016952540,F,Middle
1404888438,F,Lower Middle
1015718134,F,Middle
1273558452,F,Rich
1140100097,F,Rich
1399054745,F,Poor
1002322682,F,Poor
1950512300,F,Rich
1853087281,F,Middle
1137064785,F,Rich
1131434349,F,Middle
1252203404,F,Poor
1381220203,F,Rich
1732014207,F,Middle
1081428902,F,Poor
1527540246,F,Poor
1836610417,F,Middle
1485330768,F,Poor
1492393250,F,Rich
1762984421,F,Rich
1176079518,F,Middle
1638562837,F,Lower Middle
1354440569,F,Middle
1516735133,F,Poor
1146004947,F,Rich
1798225221,F,Middle
1974152466,F,Poor
1841406030,F,Middle
1561384106,F,Rich
1711646295,F,Lower Middle
1751143264,F,Rich
1777148982,F,Rich
1361435870,F,Rich
1609414905,F,Poor
1094819847,F,Rich
1319116578,F,Upper Middle
1655757085,F,Middle
1873536228,F,Upper Middle
1408350234,F,Lower Middle
1764652945,F,Rich
1955864154,F,Lower Middle
1384001046,F,Poor
1257749437,F,Lower Middle
1495838817,F,Middle
1222849145,F,Poor
1158152597,F,Upper Middle
1098900211,F,Rich
1451451429,F,Lower Middle
1860007329,F,Rich
1031930880,F,Rich
1283779622,F,Middle
1907427906,F,Rich
1105003830,F,Upper Middle
1961008810,F,Middle
1075444324,F,Poor
1150765794,F,Poor
1226639824,F,Upper Middle
1396913485,F,Lower Middle
1839646133,F,Lower Middle
1119812339,F,Rich
1245226780,F,Rich
1210765337,F,Lower Middle
1999162591,F,Poor
1305039839,F,Upper Middle
1171573585,F,Rich
1754074145,F,Middle
1278401098,F,Upper Middle
1422913561,F,Upper Middle
1451646280,F,Poor
1331502058,F,Rich
1433248952,F,Rich
1178487736,F,Lower Middle
1790631724,F,Upper Middle
1058729124,F,Lower Middle
1869590952,F,Middle
1653020412,F,Upper Middle
1538231944,F,Poor
1223962737,F,Upper Middle
1319567510,F,Middle
1844355384,F,Lower Middle
1363408803,F,Upper Middle
1866159576,F,Rich
1255120938,F,Lower Middle
1907266618,F,Lower Middle
1701737262,F,Poor
1409495368,F,Poor
1291936449,F,Rich
1611108372,F,Middle
1361023712,F,Middle
1904633765,F,Upper Middle
1613200512,F,Lower Middle
1455003816,F,Poor
1386752752,F,Poor
1612706031,F,Upper Middle
1917350886,F,Poor
1888144378,F,Middle
1334733353,F,Rich
1874517592,F,Lower Middle
1788510434,F,Upper Middle
1045593073,F,Lower Middle
1902486056,F,Lower Middle
1581314958,F,Poor
1201219342,F,Middle
1217928685,F,Upper Middle
1407739017,F,Upper Middle
1277786340,F,Lower Middle
1568566950,F,Rich
1750431406,F,Rich
1505036801,F,Upper Middle
1261733782,F,Lower Middle
1432075411,F,Middle
1023119405,F,Middle
1739531339,F,Lower Middle
1492329228,F,Lower Middle
1678292206,F,Rich
1137184138,F,Middle
1457674788,F,Upper Middle
1430688775,F,Poor
1270655200,F,Rich
1960809470,F,Middle
1286574882,F,Lower Middle
1396810086,F,Middle
1436390125,F,Rich
1955979927,F,Rich
1373772874,F,Upper Middle
1025194118,F,Poor
1102225576,F,Middle
1525591466,F,Rich
1284672538,F,Middle
1375671345,F,Poor
1951387490,F,Rich
1846582386,F,Upper Middle
1664379388,F,Poor
1991571317,F,Upper Middle
1939624023,F,Poor
1578458576,F,Upper Middle
1631301712,F,Poor
1379805010,F,Rich
1624917903,F,Middle
1615381853,F,Poor
1673482652,F,Rich
1994092885,F,Middle
1654236807,F,Upper Middle
1183263519,F,Middle
1517223036,F,Middle
1593101532,F,Upper Middle
1708703294,F,Rich
1776060003,F,Lower Middle
1383793698,F,Rich
1037653056,F,Upper Middle
1842873465,F,Poor
1788785333,F,Upper Middle
1440329631,F,Poor
1610802301,F,Poor
1681210360,F,Lower Middle
1641602467,F,Upper Middle
1030734427,F,Middle
1257700246,F,Upper Middle
1856025273,F,Poor
1743254528,F,Middle
1602332724,F,Lower Middle
1181384586,F,Upper Middle
1354331122,F,Rich
1795515742,F,Rich
1020432611,F,Rich
1737819894,F,Upper Middle
1473474602,F,Rich
1904883022,F,Poor
1471622823,F,Upper Middle
1537700953,F,Middle
1969819360,F,Lower Middle
1937634612,F,Rich
1787784304,F,Middle
1126544842,F,Middle
1063608894,F,Rich
1809639033,F,Poor
1164767911,F,Lower Middle
1033619220,F,Rich
1535676073,F,Upper Middle
1198916861,F,Lower Middle
1193421390,F,Upper Middle
1803632746,F,Poor
1020614818,F,Middle
1041613564,F,Lower Middle
1352397160,F,Poor
1409491501,F,Rich
1469119558,F,Poor
1794546958,F,Middle
1658577604,F,Rich
1337181268,F,Upper Middle
1670376845,F,Upper Middle
1195432895,F,Poor
1180341948,F,Middle
1705403030,F,Rich
1328678042,F,Upper Middle
1329376328,F,Middle
1758298731,F,Rich
1609494259,F,Rich
1630809999,F,Upper Middle
1876938322,F,Lower Middle
1899617591,F,Rich
1023320027,F,Upper Middle
1381815468,F,Rich
1267358799,F,Upper Middle
1136691219,F,Middle
1211320388,F,Rich
1435090137,F,Rich
1857965465,F,Poor
1019717083,F,Poor
1357603483,F,Rich
1702874728,F,Rich
1928883308,F,Lower Middle
1876224248,F,Poor
1082092652,F,Upper Middle
1639731356,F,Lower Middle
1415469567,F,Poor
1945584021,F,Middle
1839367914,F,Rich
1383621653,F,Poor
1020075535,F,Upper Middle
1962699996,F,Upper Middle
1394162697,F,Middle
1377608032,F,Poor
1872283242,F,Upper Middle
1321783751,F,Rich
1753783999,F,Middle
1191488134,F,Rich
1686977948,F,Lower Middle
1625994972,F,Poor
1642568391,F,Rich
1716087101,F,Rich
1368266364,F,Poor
1665365499,F,Rich
1866495680,F,Rich
1226621479,F,Middle
1527011079,F,Rich
1054352282,F,Poor
1954690132,F,Lower Middle
1025330147,F,Middle
1946317803,F,Middle
1831413389,F,Middle
1591465031,F,Rich
1306326729,F,Lower Middle
1880590113,F,Poor
1992502648,F,Middle
1875246952,F,Upper Middle
1923826025,F,Upper Middle
1887320495,F,Rich
1679852949,F,Lower Middle
1469332933,F,Rich
1120865207,F,Poor
1425479519,F,Middle
1649252387,F,Poor
1463343862,F,Lower Middle
1983067464,F,Rich
1755365481,F,Rich
1996134823,F,Upper Middle
1415103438,F,Middle
1219190362,F,Upper Middle
1894799103,F,Rich
1142021926,F,Rich
1504556353,F,Lower Middle
1998591670,F,Poor
1471237552,F,Middle
1090419118,F,Upper Middle
1090419118,F,Upper Middle
1567887732,F,Poor
1087783023,F,Upper Middle
1436386756,F,Upper Middle
1217936020,F,Middle
1243501222,F,Upper Middle
1427517469,F,Upper Middle
1742446685,F,Upper Middle
1382787385,F,Rich
1206916875,F,Lower Middle
1821489328,F,Poor
1138507361,F,Upper Middle
1050633369,F,Rich
1414465954,F,Rich
1849445985,F,Middle
1599295483,F,Poor
1241452698,F,Rich
1882691719,F,Poor
1574334243,F,Rich
1470560824,F,Poor
1646191384,F,Lower Middle
1444097436,F,Lower Middle
1947286484,F,Middle
1290825896,F,Middle
1445626971,F,Lower Middle
1747994347,F,Middle
1937803676,F,Lower Middle
1817850972,F,Upper Middle
1795772482,F,Upper Middle
1372013664,F,Lower Middle
1656521995,F,Middle
1114453180,F,Lower Middle
1655546763,F,Upper Middle
1104844287,F,Upper Middle
1056105904,F,Upper Middle
1690785798,F,Lower Middle
1713558756,F,Poor
1218410237,F,Poor
1193245916,F,Rich
1671264379,F,Rich
1702734808,F,Poor
1307616107,F,Lower Middle
1151848143,F,Lower Middle
1250249094,F,Poor
1750275995,F,Rich
1452408839,F,Middle
1874861809,F,Poor
1270246320,F,Lower Middle
1465292976,F,Upper Middle
1552966387,F,Rich
1169746146,F,Middle
1917637329,F,Middle
1035146975,F,Poor
1588269344,F,Middle
1581241713,F,Upper Middle
1701198458,F,Upper Middle
1918660229,F,Rich
1625795747,F,Upper Middle
1705752021,F,Upper Middle
1316802018,F,Upper Middle
1974395751,F,Upper Middle
1793791039,F,Middle
1749972208,F,Rich
1810074102,F,Lower Middle
1288529566,F,Upper Middle
1832309188,F,Middle
1321602805,F,Lower Middle
1159066341,F,Rich
1433748189,F,Lower Middle
1490613779,F,Rich
1058816295,F,Poor
1044192426,F,Middle
1792373189,F,Poor
1251267126,F,Poor
1957335209,F,Poor
1722928767,F,Lower Middle
1688690144,F,Upper Middle
1899329953,F,Rich
1743661138,F,Middle
1545969632,F,Poor
1938899741,F,Rich
1626608523,F,Lower Middle
1581704808,F,Poor
1311377989,F,Rich
1264132974,F,Rich
1589289686,F,Rich
1654961864,F,Poor
1944414793,F,Lower Middle
1014101103,F,Lower Middle
1720127530,F,Lower Middle
1455882095,F,Middle
1323160231,F,Poor
1910554807,F,Middle
1278765207,F,Upper Middle
1116622430,F,Upper Middle
1473069467,F,Poor
1512029559,F,Lower Middle
1012390463,F,Upper Middle
1226823295,F,Rich
1545748274,F,Lower Middle
1410298091,F,Middle
1588375255,F,Middle
1946096530,F,Lower Middle
1239920607,F,Poor
1843257164,F,Lower Middle
1228004291,F,Rich
1885218409,F,Rich
1814631125,F,Upper Middle
1908144070,F,Upper Middle
1070953252,F,Middle
1008966707,F,Lower Middle
1559860819,F,Upper Middle
1290749339,F,Upper Middle
1463099809,F,Middle
1361649650,F,Rich
1621227611,F,Upper Middle
1710958294,F,Upper Middle
1598506619,F,Lower Middle
1610917044,F,Lower Middle
1280398082,F,Poor
1968460631,F,Poor
1201459916,F,Lower Middle
1229035673,F,Poor
1131915096,F,Middle
1012385060,F,Poor
1941208907,F,Upper Middle
1947313180,F,Upper Middle
1156129872,F,Poor
1107344439,F,Lower Middle
1238499904,F,Poor
1020626101,F,Rich
1927708996,F,Lower Middle
1340672752,F,Upper Middle
1442800205,F,Upper Middle
1724389136,F,Upper Middle
1678937934,F,Rich
1223975193,F,Poor
1324487256,F,Middle
1425733996,F,Upper Middle
1439960386,F,Upper Middle
1251586506,F,Lower Middle
1353922507,F,Rich
1118233859,F,Lower Middle
1484379916,F,Middle
1575404956,F,Middle
1413936140,F,Middle
1046826308,F,Poor
1645485746,F,Middle
1917281674,F,Middle
1520021401,F,Upper Middle
1838921710,F,Upper Middle
1685980105,F,Poor
1129317153,F,Rich
1422700137,F,Poor
1911815018,F,Middle
1736729198,F,Upper Middle
1344626140,F,Middle
1199670168,F,Middle
1465333602,F,Lower Middle
1473429444,F,Upper Middle
1204001462,F,Poor
1993656039,F,Rich
1747352042,F,Lower Middle
1768554256,F,Poor
1418469448,F,Poor
1312872917,F,Poor
1476852694,F,Upper Middle
1053909513,F,Poor
1411637595,F,Rich
1338636076,F,Poor
1505930773,F,Middle
1585812389,F,Lower Middle
1485027328,F,Rich
1310053877,F,Poor
1925957981,F,Upper Middle
1042564612,F,Rich
1051096261,F,Poor
1192968133,F,Rich
1933763555,F,Poor
1792800372,F,Lower Middle
1039523974,F,Poor
1664097782,F,Middle
1146418955,F,Middle
1189464358,F,Upper Middle
1640860607,F,Middle
1231050284,F,Lower Middle
1650744481,F,Middle
1377969742,F,Rich
1977475604,F,Rich
1756957808,F,Upper Middle
1664236684,F,Lower Middle
1786114399,F,Upper Middle
1412549142,F,Lower Middle
1460367868,F,Rich
1933147269,F,Middle
1481622674,F,Poor
1107288662,F,Middle
1851803802,F,Rich
1870033510,F,Lower Middle
1654139287,F,Lower Middle
1532650339,F,Rich
1100659526,F,Upper Middle
1800922436,F,Middle
1707227181,F,Lower Middle
1843995423,F,Upper Middle
1303977015,F,Rich
1042757338,F,Rich
1993528923,F,Upper Middle
1884834231,F,Lower Middle
1940806363,F,Rich
1297032665,F,Lower Middle
1953028461,F,Rich
1915829626,F,Middle
1970596869,F,Poor
1693165591,F,Middle
1427844603,F,Upper Middle
1438154185,F,Middle
1368421890,F,Poor
1754596175,F,Middle
1823364871,F,Upper Middle
1180404867,F,Poor
1926834702,F,Upper Middle
1018323968,F,Rich
1393766598,F,Middle
1019044926,F,Middle
1649190167,F,Rich
1785471801,F,Poor
1751621723,F,Lower Middle
1860142818,F,Upper Middle
1247582406,F,Poor
1318044181,F,Middle
1539290887,F,Lower Middle
1674347761,F,Poor
1503009693,F,Upper Middle
1263200899,F,Poor
1158850490,F,Upper Middle
1110057329,F,Upper Middle
1133464069,F,Rich
1219291453,F,Upper Middle
1671751450,F,Poor
1587555482,F,Lower Middle
1516096869,F,Upper Middle
1404962156,F,Rich
1471843427,F,Poor
1895057320,F,Poor
1487941612,F,Poor
1372291093,F,Middle
1953516757,F,Upper Middle
1917313298,F,Lower Middle
1787123526,F,Poor
1493944449,F,Lower Middle
1194046146,F,Middle
1879035551,F,Upper Middle
1277942258,F,Upper Middle
1804433892,F,Lower Middle
1071630760,F,Lower Middle
1495550835,F,Rich
1024838636,F,Lower Middle
1253161801,F,Middle
1419881546,F,Rich
1817019659,F,Poor
1100701141,F,Middle
1820280540,F,Poor
1546235425,F,Poor
1187852590,F,Rich
1501350888,F,Upper Middle
1681547558,F,Poor
1705913568,F,Upper Middle
1795163242,F,Poor
1054859275,F,Lower Middle
1316660490,F,Poor
1631417887,F,Lower Middle
1474594384,F,Middle
1581549976,F,Lower Middle
1516566912,F,Rich
1983575046,F,Poor
1506031684,F,Middle
1316965220,F,Lower Middle
1289230583,F,Middle
1443431105,F,Poor
1674324404,F,Poor
1527532808,F,Upper Middle
1695000701,F,Upper Middle
1131986021,F,Rich
1172719649,F,Middle
1049524872,F,Middle
1894849853,F,Lower Middle
1383374482,F,Poor
1720527157,F,Poor
1955620204,F,Rich
1633536211,F,Upper Middle
1752829432,F,Upper Middle
1140160420,F,Lower Middle
1065210880,F,Upper Middle
1539335202,F,Rich
1286892684,F,Middle
1765911932,F,Rich
1908535950,F,Rich
1998032522,F,Middle
1590599444,F,Rich
1875523895,F,Middle
1747362838,F,Poor
1338799034,F,Middle
1353666810,F,Poor
1236095030,F,Lower Middle
1092866666,F,Upper Middle
1471867439,F,Lower Middle
1094185146,F,Lower Middle
1709940413,F,Upper Middle
1548388732,F,Middle
1697138256,F,Lower Middle
1713541462,F,Middle
1888950008,F,Lower Middle
1632144262,F,Upper Middle
1452890144,F,Poor
1995268105,F,Upper Middle
1466993739,F,Poor
1515954813,F,Lower Middle
1841363398,F,Middle
1955547586,F,Lower Middle
1325498705,F,Poor
1188087704,F,Upper Middle
1754904913,F,Rich
1064647452,F,Poor
1467580881,F,Middle
1505840207,F,Lower Middle
1664149091,F,Lower Middle
1262048641,F,Rich
1783258069,F,Middle
1654802465,F,Rich
1468129526,F,Lower Middle
1494755777,F,Rich
1877295526,F,Rich
1260238110,F,Rich
1774746579,F,Poor
1686009681,F,Upper Middle
1497353828,F,Upper Middle
1296365136,F,Poor
1194843551,F,Poor
1273729150,F,Middle
1365158588,F,Upper Middle
1782403564,F,Lower Middle
1895973361,F,Lower Middle
1045337853,F,Poor
1844592652,F,Middle
1166024962,F,Lower Middle
1185003685,F,Lower Middle
1687715890,F,Poor
1677759540,F,Upper Middle
1860150341,F,Middle
1052499144,F,Upper Middle
1085316997,F,Middle
1345735015,F,Lower Middle
1004044360,F,Middle
