violator_id,violation_count
1671586981,4
2638595549,4
2277884364,4
1028888906,4
1123489063,4
2240993043,4
1985265889,4
2715967542,4
2056372179,4
2927313691,4
1668025384,4
2114411937,4
1529604028,4
1379848485,4
1902557710,4
2977554665,4
1169032086,4
1903682716,4
1949063826,4
1482628862,4
1540957692,4
1230282848,4
1164591144,4
1936007089,4
2925456883,4
2938896200,4
2624511164,4
2528745260,4
2669940141,4
1970344007,4
1587358048,4
1721466773,4
2178685034,4
1727326107,4
2381381464,4
2456842516,4
1487355526,4
1468950008,4
1218228248,4
2853535529,4
1414539528,4
2369189902,4
2573079746,4
2028395619,4
2928541144,4
2718161688,4
1111378098,4
2105107505,4
2985032969,4
1100083816,4
2149381475,4
2040561269,4
2597312603,4
2164620685,4
2708974171,4
1435222894,4
2008990644,4
1648463174,4
1180828529,4
1637263189,4
1563096301,4
2260326296,4
2905546449,4
2771261783,4
2875583186,4
1816803651,4
1898590255,4
1325660492,4
2709667362,4
1296935189,4
2557121763,4
2440482260,4
2086528075,4
1218148977,4
2445843763,4
1651770433,4
1710429771,4
1732753565,4
2660679147,4
1090049965,4
2888404175,4
2167765935,4
2380977304,4
2655000201,4
1526108903,4
2393438094,4
2295860780,4
1247596658,4
1963061180,4
2316035687,4
2551331902,4
1733659243,4
1117082248,4
1645881281,4
2788954973,4
1069143527,4
2054502416,4
2882555249,4
1719567052,4
2267017561,4
1650639595,4
2927965734,4
2789599470,4
1456463509,4
2258737218,4
2574125067,4
2941085726,4
2368392616,4
2804009391,4
1932053272,4
1912666435,4
1446074242,4
1142120128,4
1729630090,4
2163925442,4
1218164097,4
1952201186,4
2295301934,4
1780193507,4
2755428023,4
2521986803,4
1657562035,4
2402710287,4
2321992067,4
2087685831,4
1918016194,4
2926979946,4
1550543558,4
1352843860,4
2051043855,4
2250109259,4
2799147837,4
2119943554,4
2642004595,4
1364759338,4
2557142557,4
1858200043,4
1137207533,4
1730086608,4
1977077146,4
1409865813,4
1451666696,4
2000370360,4
1989492428,4
1461841780,4
1659739460,4
1458959112,4
2658221938,4
2788287854,4
1106819888,4
1301360373,4
2146703709,4
1956000695,4
1596266754,4
1973499629,4
1348644265,4
1587679741,4
2986198373,4
1857060202,4
2174274217,4
1174527900,4
2348171900,4
1285543706,4
2699861950,4
1539551551,4
2167983909,4
1062731796,4
2120645487,4
1788913211,4
1277742524,4
1418351161,4
1902374572,4
2108482020,4
1223802940,4
2866560417,4
1773357442,4
2451857481,4
2658016615,4
1349602465,4
1427731361,4
1649441532,4
2220440442,4
2356603158,4
1651912163,4
2033177471,4
1531794654,4
1624551016,4
1780474095,4
2949417259,4
1080265536,4
1305561799,4
1867198398,4
2059860046,4
2574440928,4
1963944106,4
2595988230,4
1840254230,4
1089076958,4
2653190669,4
2265352123,4
2602198269,4
1385477813,4
1782753146,4
2539640325,4
2103063845,4
1370993323,4
1591698307,4
1753781487,4
2402251188,4
1751081860,4
2618532300,4
2801238152,4
1841658180,4
2185582314,4
1994580659,4
2123988178,4
2648774279,4
1848424740,4
1999566865,4
2740207823,4
1062880693,4
1570786074,4
2898087430,4
1869303038,4
1918099637,4
1091632546,4
1839347109,4
2121135569,4
1044873370,4
2808555084,4
1219421711,4
2909451905,4
1132960483,4
1923220314,4
1545733883,4
1224526322,4
2993153311,4
2023938069,4
1820616576,4
2116631098,4
2913034885,4
1509374188,4
2975744651,4
2682197330,4
1050571429,4
1251173852,4
2465863536,4
1772578915,4
2589283065,4
1104963392,4
2165239885,4
2608905970,4
2925305243,4
1548525265,4
2204983879,4
2669508565,4
1280567981,4
2558751047,4
2241737125,4
2889707361,4
1894065307,4
1534033702,4
2933162234,4
1501706580,4
2305482645,4
1060376626,4
2094823396,4
2715185539,4
2540799484,4
1898502069,4
1398503694,4
1666921756,4
1172305860,4
1257918357,4
1336510661,4
1503533547,4
1671568287,4
2614048929,4
2182636088,4
1579551981,4
1940325963,4
1868701564,4
2085946083,4
1456305867,4
2785029173,4
2953917906,4
2109142254,4
2625944168,4
1124067849,4
1465533799,4
1059075135,4
2955395089,4
1313351465,4
2365827536,4
2962529877,4
1119836238,4
2137281015,4
2668768339,4
2664040343,4
1614824802,4
1329302190,4
1171227004,4
1054855497,4
2363546819,4
2650127116,4
2229496677,4
1435304599,4
2703456202,4
1795865824,4
2424315200,4
1216555123,4
2670372018,4
1254520977,4
2049276814,4
1848648635,4
1816469294,4
1438536062,4
2791187367,4
1797123146,4
2537505774,4
1095281632,4
2893649147,4
2081046379,4
1662215286,4
2339960986,4
2512830873,4
1451970892,4
1742077959,4
2784194111,4
1904188576,4
1090288146,4
2494864650,4
1602134660,4
2996829976,4
2235549814,4
1272340317,4
1330140880,4
2863853119,4
2092657443,4
2740193849,4
2634470637,4
1712309064,4
1476292672,4
1458297215,4
2902866843,4
2506692387,4
1129193483,4
1949129232,4
1036804420,4
1979650210,4
1399580610,4
1123709244,4
1147282572,4
1159606326,4
2388352022,4
1846751960,4
1064994393,4
1306847673,4
2835591362,4
1785165159,4
2285024444,4
2505742948,4
2164397975,4
2930675521,4
1208279906,4
2537625625,4
1016569696,4
1027852048,4
2517730674,4
2000118533,4
1161497608,4
2793369627,4
2465921466,4
1222208923,4
1430463882,4
1268173304,4
2572423522,4
1873156153,4
2139669244,4
2181829065,4
2812007682,4
2024316796,4
1429122651,4
2000677556,4
1121501799,4
1949432547,4
2866845826,4
1164401985,4
2439954497,4
1307138798,4
1740302011,4
1328480163,4
2753138883,4
2406642861,4
1212916777,4
2486550836,4
1371930639,4
2922081345,4
1303071649,4
2684308272,4
2564405227,4
1396237919,4
2073461705,4
1747867292,4
2197831723,4
1565455162,4
1058298644,4
1402953439,4
1924781714,4
2854568388,4
1865325089,4
1954273698,4
1095982653,4
1258656345,4
2272811332,4
1100027337,4
1385498874,4
2234727794,4
2960696800,4
2108621052,4
2524769715,4
2988645314,4
2199911647,4
2070481097,4
2220694150,4
2288663011,4
2447317144,4
1483361068,4
1955425764,4
2679071998,4
2940679255,4
1921304724,4
1198733096,4
2450509800,4
1861030538,4
2791811751,4
1901442267,4
2305948434,4
2286586956,4
2620173900,4
2784983475,4
1537801554,4
2268986790,4
1383336771,4
2154716745,4
1304088325,4
1400775939,4
2946271583,4
1374078001,4
1335239396,4
1984780164,4
1034772488,4
2803802375,4
2349071474,4
1629966558,4
1770473090,4
2309727246,4
2483101734,4
1148030811,4
2209806162,4
2447970996,4
1382034305,4
2092004083,4
1211263926,4
2208459780,4
1362874932,4
1307906789,4
1924992287,4
2501882916,4
2274484302,4
1480658113,4
2403988205,4
1146958638,4
1879439388,4
1315950134,4
1777548775,4
1924833753,4
2593696470,4
1200490462,4
2917638775,4
2472611015,4
1163956570,4
2585932796,4
2130917032,4
2292490242,4
2815264851,4
1782042741,4
2779506596,4
2891493812,4
2138076573,4
1225314936,4
2441267195,4
1500444568,4
2696473204,4
2888732598,4
2834088134,4
1062808072,4
1780189999,4
1423581581,4
1400864594,4
2303477767,4
2951011754,4
2961220484,4
1494261484,4
2247724067,4
1861003650,4
2507233709,4
2732217562,4
1589004278,4
2235097385,4
2505394576,4
1339986139,4
2244789855,4
1305100828,4
1091527007,4
2485974571,4
2308680814,4
1965838867,4
1516469332,4
2702993144,4
2281128793,4
2612954871,4
1443351989,4
1084424774,4
1440357667,4
2230288024,4
2098486657,4
1042024034,4
2153264956,4
1143881810,4
1836882433,4
1629573714,4
2407686631,4
1226184245,4
1039338168,4
2903630089,4
2874716780,4
1308946383,4
1092641884,4
2728947869,4
2573802665,4
1246001612,4
1215822973,4
2158604189,4
1720288134,4
2363521350,4
2346485451,4
2224296305,4
1542184410,4
2542675926,4
2064023560,4
1837501600,4
2593483550,4
1031674960,4
2255731411,4
2719585599,4
1648161676,4
1129362953,4
2932013364,4
1208487679,4
2627795605,4
2196221688,4
1861595116,4
2361405270,4
2395049099,4
2581935556,4
1127883404,4
1557552690,4
2401217610,4
2382306178,4
1510864720,4
2946622742,4
2566890367,4
1211289252,4
1091417428,4
1927708996,4
2373100446,4
1106064380,4
1143276427,4
1778811759,4
2325618517,4
1233470323,4
1819198603,4
2275845064,4
2702819182,4
2949284353,4
2730239259,4
1007873902,4
2779108222,4
2138906368,4
1506400856,4
1860231202,4
1911789594,4
1075436882,4
1078648384,4
2401541171,4
2447675242,4
2342292877,4
2449819502,4
2755859905,4
1362667271,4
1285963517,4
2977880394,4
1709664401,4
2852646947,4
2286060150,4
2772387248,4
1985421836,4
2509252352,4
2653754183,4
1764751335,4
1738472148,4
2767521520,4
2080527905,4
2385143160,4
1566801270,4
2904810220,4
2655911666,4
2303030003,4
1316439202,4
1869920778,4
2567283927,4
2932371658,4
1681615064,4
1883916595,4
1272524735,4
1981681881,4
1389514741,4
1942648521,4
2731913616,4
2112978529,4
1197331332,4
1459252089,4
1860968637,4
2151320587,4
1206755566,4
1408109837,4
2134303908,4
1613477544,4
2931329486,4
2073296212,4
2149650522,4
1763789623,4
2584480509,4
2450919548,4
2636588425,4
1734246956,4
2093643194,4
2296491710,4
1836826661,4
2400515342,4
1918374085,4
2557507661,4
1830277328,4
2871009280,4
1636807354,4
1226001110,4
2734131563,4
2227790825,4
2197448956,4
2682857008,4
2801178705,4
1786760119,4
1190327861,4
1294837006,4
1242540693,4
2215647422,4
2490122445,4
2365661223,4
2905534231,4
2959389334,4
2365801326,4
2793876371,4
1330915262,4
2585612726,4
1781621523,4
1745127753,4
2241583560,4
1966590029,4
2230208303,4
1413409416,4
2115240021,4
2049991574,4
2601557446,4
1139488300,4
2227466828,4
1797727786,4
2125442973,4
2076525922,4
1050367266,4
1050633765,4
2966325248,4
2756133790,4
1597984107,4
2488807035,4
2156468128,4
2449013007,4
1016505356,4
2741101808,4
2788745480,4
2218815656,4
2034788167,4
2179268743,4
2635253994,4
2136029665,4
1954782892,4
1397245227,4
1292410279,4
1444188524,4
2020553526,4
1874294367,4
1793101476,4
1315583872,4
1662940843,4
1653278242,4
1073365750,4
1382185476,4
2154332566,4
1601995117,4
1999920162,4
2143917712,4
1493345364,4
2355349961,4
2677067625,4
2189411181,4
1442587177,4
2459973401,4
1787818728,4
1345226414,4
2938514106,4
1028127907,4
1097181832,4
2065411692,4
1828479594,4
1182605898,4
1412105761,4
1422449526,4
1363594650,4
2045874547,4
1264801718,4
2603645175,4
1340003521,4
2760761022,4
2463272286,4
2059638640,4
2469873376,4
2175804698,4
2298137351,4
1643464740,4
1395649611,4
2299236761,4
2929687718,4
1472846979,4
2645748166,4
2409008446,4
2758844698,4
1258668079,4
1660434328,4
1194843551,4
2205985822,4
2679207104,4
2611827001,4
1522938468,4
2377379207,4
2795016994,4
1289661751,4
2296757005,4
1144324022,4
1209081635,4
2410540112,4
1751236311,4
1421726532,4
1760152174,4
2291187853,4
1757548536,4
2043491505,4
1919705294,4
1551559791,4
1919130482,4
1576394437,4
2074795945,4
2751526284,4
1259983309,4
1600267321,4
1513883881,4
1096684507,4
1128288381,4
2040731035,4
2438507868,4
1200141757,4
2888431607,4
1670306303,4
2271518386,4
1893729610,4
1911983984,4
2421619424,4
2563845776,4
2303148877,4
2921245040,4
2771337405,4
1821860134,4
2065763000,4
2206246890,4
2461638523,4
1690785798,4
2307056482,4
