city,price,app_name,latitude,longitude
حائل,,Jahez,27.539204671135508,41.70610886067152
الرياض,,The Chefz,24.70202290000000,46.71244600000000
جدة,1.0,Jahez,21.526179196565497,39.250316172838204
الرياض,,noonfood,24.6337169,46.7015134
جدة,61.0,ToYou,21.4827613,39.1907732
الرياض,,Hungerstation,24.55097463517857,46.777813732624054
الرياض,1.0,Hungerstation,24.797365188598633,46.801544189453125
الرياض,,The Chefz,24.77256250000000,46.69793749999999
سكاكا,1.0,Hungerstation,29.98333948255082,40.20405974239111
الظهران,5360.0,Keeta,26.378,50.121
الأحساء,1.0,Hungerstation,25.41352081298828,49.584869384765625
جدة,1.0,Hungerstation,21.5346622467041,39.18968963623047
الرياض,1.0,Hungerstation,24.7125282966173,46.6235360875726
الرياض,5200.0,Keeta,24.735,46.678
صامطة,,Mrsool,16.67,42.95
القريات,1.0,Mrsool,31.33,37.31
الرياض,3320.0,Keeta,24.793,46.617
جدة,,Hungerstation,21.53635,39.17402
عرعر,63.0,ToYou,30.99927529313057,41.06179129332304
الرياض,1.0,Hungerstation,24.7200384730703,46.830173805356
جدة,1.0,Hungerstation,21.6580810546875,39.148799896240234
الرياض,1.0,Jahez,24.744962650787635,46.78766582161189
الرياض,99.0,Jahez,24.862168922029092,46.62944499403238
القريات,,Hungerstation,31.312862942473927,37.35144764184952
جازان,156.0,Jahez,16.832025665699053,42.60176181793213
الرياض,1.0,Hungerstation,24.6756534576416,46.70068359375
الرياض,1.0,Mrsool,24.53,46.69
الرياض,2496.0,Keeta,24.793,46.691
دومة الجندل,1.0,Hungerstation,29.812421798706055,39.863006591796875
الرياض,1.0,Jahez,24.778694463615118,46.774224936962135
الرياض,1.0,Hungerstation,24.85420553467767,46.772580742836
حائل,1.0,Jahez,27.3676745004778,41.72026053071023
الرياض,2.0,Keeta,24.660,46.532
الظهران,1.0,Jahez,26.465294869298365,50.08429851382971
جدة,1.0,Hungerstation,21.62291145324707,39.208587646484375
جدة,1.0,Hungerstation,21.623062159234482,39.20966628938913
جدة,1.0,Hungerstation,21.62424659729004,39.205360412597656
جدة,38.0,Jahez,21.647754626207405,39.22901373356581
المدينة المنورة,1.0,Hungerstation,24.48532485961914,39.525604248046875
الرياض,2.0,Keeta,24.818,46.628
الرياض,1.0,Hungerstation,24.76007210143803,46.789536997675896
الرياض,1.0,Jahez,24.786243257704637,46.80283773690462
بريدة,1.0,Hungerstation,26.361712410679267,43.95621534436941
الرياض,,Mrsool,24.86,46.84
الرياض,1.0,Hungerstation,24.7281648755807,46.7921343818307
الدمام,105.32,Mrsool,26.51,50.02
سكاكا,1.0,Hungerstation,29.967271450172955,40.1978799328208
الرياض,246.0,The Chefz,24.8237133167,46.6349615228
الدرعية,54.0,ToYou,24.755649827712926,46.54734693467617
ينبع,1.0,Hungerstation,24.14687658239998,37.95578185468912
عرعر,1.0,Hungerstation,30.979705768496675,41.032409034669406
عرعر,1.0,Hungerstation,30.99325942993164,40.997379302978516
سكاكا,,Hungerstation,29.92161419145575,40.18377888947725
القريات,68.52,Jahez,31.310088438580888,37.33434084802866
القريات,,Mrsool,31.33,37.35
ينبع,1.0,Hungerstation,24.0865442639393,38.0845349282026
الرياض,1.0,Hungerstation,24.865848541259766,46.84309005737305
عرعر,,Mrsool,30.99,41.05
المدينة المنورة,,Mrsool,24.48,39.56
الأحساء,4518.0,Keeta,25.412,49.567
الرياض,1.0,Hungerstation,24.695517788329585,46.73915807157755
طريف,1.0,Hungerstation,31.677396774291992,38.659061431884766
الظهران,,The Chefz,26.43532254394621,50.12642168402670
الظهران,,The Chefz,26.43532254394621,50.12642168402670
الظهران,241.0,The Chefz,26.43532254394621,50.12642168402670
ينبع,56.0,ToYou,24.09556025285719,38.032581210136414
جدة,,Jahez,21.422577484998918,39.279337003827095
رفحاء,1.0,Hungerstation,29.638172149658203,43.50381851196289
الرياض,1.0,Jahez,24.703343026436695,46.6189206764102
المدينة المنورة,1.0,Hungerstation,24.47384495617668,39.6319629997015
جدة,,Mrsool,21.66,39.14
الزلفي,1.0,Jahez,26.290428628314437,44.83413487672805
سكاكا,43.0,ToYou,29.9741302693961,40.18233351409435
سكاكا,42.0,ToYou,29.97325983697032,40.17919700592756
عرعر,1.0,Hungerstation,30.961889266967773,41.0377311706543
الرياض,76.0,Jahez,24.56527207937267,46.635841727256775
الأحساء,7626.0,Keeta,25.458,49.601
الرياض,58.0,ToYou,24.813035873057725,46.89272576129922
عرعر,1.0,Jahez,30.95441870385291,41.008655726909645
رابغ,1.0,Hungerstation,22.797068620152316,39.067304357886314
تبوك,30.0,Jahez,28.414721499249282,36.52667976915836
المدينة المنورة,1.0,Hungerstation,24.4842617947593,39.6836260333657
المزاحمية,1.0,Hungerstation,24.458208084106445,46.289390563964844
جازان,1.0,Mrsool,16.89,42.58
جدة,1.0,Hungerstation,21.66275405883789,39.17303466796875
تبوك,2622.0,Keeta,28.426,36.570
حفر الباطن,,Keeta,28.455,45.971
تبوك,31.0,ToYou,28.453591302214154,36.531115137040615
المدينة المنورة,184.0,ToYou,24.428782770037643,39.66472450643778
سكاكا,,Jahez,29.975009116686945,40.23896165192127
جدة,,ToYou,21.6199194,39.1500229
الرياض,1.0,Hungerstation,24.559005617411458,46.533062495291226
الظهران,2.0,Keeta,26.390,50.090
الظهران,1.0,Hungerstation,26.35954793405182,50.19254475831985
المدينة المنورة,2488.0,Keeta,24.439,39.639
سكاكا,61.0,Jahez,30.011489808183956,40.22609878331423
سكاكا,1.0,Hungerstation,29.9990018958427,40.2374217286706
عرعر,47.94,Mrsool,30.94,40.99
الظهران,1.0,Hungerstation,26.383304595947266,50.17375946044922
الرياض,,Jahez,24.748449024597505,46.62121932953596
حائل,110.0,Jahez,27.589035999117353,41.73192445188761
الرياض,,Jahez,24.581125896241296,46.673938147723675
سكاكا,1.0,Hungerstation,29.857559204101562,40.203182220458984
المدينة المنورة,,Mrsool,24.52,39.67
رفحاء,,Mrsool,29.57,43.63
رفحاء,55.0,ToYou,29.630878454114637,43.52748502045869
رفحاء,50.0,Jahez,29.647333377880535,43.53027351200581
رفحاء,1.0,Hungerstation,29.62254782885457,43.54115054011345
الرياض,,The Chefz,24.78615853461944,46.61375739947511
الرياض,196.0,The Chefz,24.78615853461944,46.61375739947511
الرياض,,The Chefz,24.78615853461944,46.61375739947511
الرياض,,The Chefz,24.78615853461944,46.61375739947511
الرياض,,The Chefz,24.78615853461944,46.61375739947511
سكاكا,41.0,Jahez,29.990310733313798,40.22895433008671
الرياض,1.0,Hungerstation,24.803575832495632,46.839503198862076
الطائف,,Mrsool,21.28,40.44
جدة,47.0,ToYou,21.56499565572837,39.20723989605903
الرياض,,The Chefz,24.7948130586,46.7796621099
الرياض,7820.0,Keeta,24.873,46.609
سكاكا,1.0,Hungerstation,29.952709956886405,40.17851170152426
الطائف,1.0,Mrsool,21.26,40.42
الرياض,,Keeta,24.817,46.665
جدة,1.0,Hungerstation,21.58454215481465,39.206297770142555
جدة,1.0,Hungerstation,21.546886444091797,39.28707504272461
جدة,1.0,Mrsool,21.58,39.17
سكاكا,1.0,Hungerstation,29.8822621400339,40.2140194550157
الرياض,1.0,Jahez,24.599485398420168,46.75579346716403
سكاكا,44.0,Jahez,29.99393061904432,40.27575854212046
الرياض,175.0,Jahez,24.62417521660055,46.80493723601102
الرياض,1.0,Hungerstation,24.62059211730957,46.542137145996094
الرياض,,Keeta,24.792,46.796
سكاكا,1.0,Jahez,29.96164713623852,40.20276002757802
الرياض,125.0,Jahez,24.920450267430706,46.65398921817541
القريات,,Jahez,31.32091501458604,37.36170072108507
جازان,1.0,Hungerstation,16.891706466674805,42.60594177246094
جدة,2.0,Keeta,21.577,39.227
المزاحمية,1.0,Hungerstation,24.482358932495117,46.25110626220703
الأحساء,1.0,Hungerstation,25.408750534057617,49.54159927368164
ينبع,1.0,Hungerstation,24.018712997436523,38.17264938354492
ينبع,1.0,Hungerstation,24.077804565429688,38.08384704589844
مكة المكرمة,1.0,Hungerstation,21.54820442199707,39.774112701416016
سكاكا,1.0,Hungerstation,29.90492057800293,40.16786575317383
سكاكا,38.0,Jahez,29.93085935962978,40.19811261445284
الرياض,,Jahez,24.89148121785793,46.62395484745502
الظهران,1.0,Hungerstation,26.288570404052734,50.186363220214844
جدة,,Keeta,21.312,39.243
سكاكا,1.0,Hungerstation,29.964971613902048,40.21561034023762
القريات,35.0,Jahez,31.3108601,37.3342315
القريات,1.0,Hungerstation,31.33709716796875,37.32920837402344
طريف,1.0,Hungerstation,31.67388343811035,38.64313888549805
الخفجي,45.0,ToYou,28.488050584851674,48.47936455160379
الرياض,1.0,Hungerstation,24.6811580657959,46.738128662109375
المدينة المنورة,,Mrsool,24.49,39.63
الطائف,1.0,Mrsool,21.33,40.43
الرياض,,Mrsool,24.78,46.72
الرياض,1.0,Jahez,24.82948464785688,46.558358743786805
جدة,5120.0,Keeta,21.600,39.170
جدة,1.0,Hungerstation,21.5887917631688,39.2537467181683
سكاكا,1.0,Hungerstation,29.970338821411133,40.2237663269043
بريدة,1.0,Hungerstation,26.305356979370117,44.048439025878906
تبوك,1.0,Hungerstation,28.41765785217285,36.53190231323242
الرياض,1.0,Hungerstation,24.735075432768642,46.671845354139805
الظهران,1.0,Hungerstation,26.367946657983264,50.102251544594765
جدة,1.0,Mrsool,21.61,39.15
سكاكا,,ToYou,29.97418535726171,40.18548941207186
الرياض,2.0,Keeta,24.844,46.815
ابها,,Jahez,18.29040357606,42.58546371012926
سكاكا,1.0,Hungerstation,29.97318458557129,40.180110931396484
جدة,,Jahez,21.561849175076294,39.16693098843098
عرعر,1.0,Hungerstation,31.018136978149414,41.135536193847656
المجمعة,35.0,Jahez,25.921348964781163,45.38067989051342
الرياض,1.0,Hungerstation,24.66458511352539,46.728981018066406
الرس,34.5,Jahez,25.85391313639811,43.499646708369255
حائل,,Jahez,27.4958813399164,41.66646011173725
الظهران,1.0,Hungerstation,26.30408116412041,50.175778605043895
الرياض,1.0,Hungerstation,24.772802352905273,46.69491958618164
جدة,1.0,Hungerstation,21.624475479125977,39.15928649902344
جدة,1.0,Hungerstation,21.61013705758932,39.2092277482152
القريات,,Hungerstation,31.33173633649185,37.35325410962105
الظهران,1.0,Jahez,26.28238802628667,50.221621580421925
سكاكا,1.0,Hungerstation,29.915870666503906,40.19247817993164
سكاكا,,Jahez,29.975196153904047,40.205892361700535
سكاكا,1.0,Hungerstation,29.93105125427246,40.1920280456543
الرياض,44.0,ToYou,24.838652376527108,46.66906524449587
القريات,137.0,Jahez,31.323593252933147,37.37354770302772
الطائف,1.0,Hungerstation,21.284104758849136,40.42262323200703
سكاكا,1.0,Hungerstation,29.985628128051758,40.16859817504883
الظهران,1.0,Hungerstation,26.28135871887207,50.11540985107422
جدة,2.0,Keeta,21.612,39.197
دومة الجندل,,Jahez,29.815466236404127,39.83429141342639
جدة,1.0,Hungerstation,21.615870849697494,39.19651843607426
جدة,2333.0,Keeta,21.625,39.199
جازان,1.0,Jahez,16.8750862144918,42.63174992054701
الطائف,1.0,Hungerstation,21.27849568582573,40.44093601405621
الظهران,5600.0,Keeta,26.303,50.127
بريدة,,Mrsool,26.29,43.98
بريدة,,Mrsool,26.36,43.89
سكاكا,1.0,Hungerstation,29.948244094848633,40.2200927734375
سكاكا,,ToYou,29.918016953519214,40.199191868305206
سكاكا,1.0,Hungerstation,29.941361377241325,40.16915883868933
جدة,1.0,Jahez,21.491426996285764,39.21738903969527
الرياض,1.0,Mrsool,24.65,46.68
الرياض,,The Chefz,24.5542663785,46.5626241267
جدة,,Mrsool,21.5,39.29
حائل,1.0,Hungerstation,27.472768783569336,41.66453170776367
سكاكا,1.0,Hungerstation,29.945236668855422,40.18118821084499
عرعر,72.5,Jahez,31.0390544003081,41.100579053163536
عرعر,1.0,Hungerstation,30.986040115356445,40.99723815917969
الرياض,1.0,Hungerstation,24.732580184936523,46.67027282714844
الطائف,,Mrsool,21.28,40.44
الرياض,,The Chefz,24.9031656732,46.6214811590
الرياض,1.0,Jahez,24.599579900772994,46.70698933303356
الرياض,1.0,Hungerstation,24.570161819458008,46.531707763671875
الرياض,1.0,Hungerstation,24.797833578273202,46.79509285837412
الرياض,1.0,Hungerstation,24.588192158396,46.5848365053535
عرعر,1.0,Hungerstation,30.919096342171347,41.093010194599636
عرعر,1.0,Jahez,30.993149380308502,41.07444226741791
الرياض,454.0,Jahez,24.927412128132538,46.787821389734745
الرياض,1.0,Hungerstation,24.893101314072958,46.61789674311876
جدة,1.0,Hungerstation,21.59361,39.14974
الظهران,1.0,Hungerstation,26.411588668823242,50.034080505371094
الظهران,1.0,Hungerstation,26.449190139770508,50.11724090576172
الرياض,1.0,Jahez,24.66553852900607,46.701645702123635
جازان,1.0,Hungerstation,16.95130506778231,42.55790702998638
ينبع,6298.0,Keeta,24.014,38.199
الظهران,2.0,Keeta,26.432,49.997
الظهران,,Mrsool,26.45,49.98
الظهران,103.0,ToYou,26.38725137547016,50.05402408540249
جدة,1.0,Hungerstation,21.58375120447915,39.16990790516138
الرياض,1.0,Hungerstation,24.77425193786621,46.66550064086914
الرياض,1.0,Hungerstation,24.687227249145508,46.63312911987305
سكاكا,35.0,ToYou,29.990976876535818,40.20182009786367
الرياض,1.0,Hungerstation,24.814709575543485,46.88797239214182
جدة,1.0,Hungerstation,21.58703,39.19297
الأحساء,2.0,Keeta,25.403,49.595
الرس,1.0,Hungerstation,25.8761702824482,43.5061956569552
الرياض,65.0,Jahez,24.738851973913093,46.71037059277296
جدة,115.0,ToYou,21.606621861009497,39.16754186153412
طريف,1.0,Hungerstation,31.680728912353516,38.65345001220703
ابها,94.8,Jahez,18.295859473597513,42.606711499392986
ينبع,1.0,Hungerstation,24.108423233032227,38.0592041015625
ينبع,35.5,ToYou,24.10064874051583,38.05604785680771
ينبع,39.0,ToYou,24.11377179629291,38.02012301981449
الرياض,,Jahez,24.74807633742753,46.652233712375164
سكاكا,1.0,Jahez,29.95169873549148,40.22019658237696
جدة,179.0,ToYou,21.53824543152826,39.19597327709198
عرعر,1.0,Hungerstation,30.983835220336914,41.004966735839844
الظهران,2.0,Keeta,26.344,50.129
جدة,1.0,Hungerstation,21.432228310546,39.2695248126984
الرياض,1.0,Hungerstation,24.797223332095957,46.87140002846718
جدة,1.0,Hungerstation,21.5297605924123,39.2359096929431
ينبع,6050.0,Keeta,24.109,38.094
الخفجي,79.0,ToYou,28.392960940005977,48.452473059296615
الرياض,1.0,Hungerstation,24.8199462890625,46.73169708251953
الرياض,4000.0,Keeta,24.842,46.764
الرياض,,Keeta,24.831,46.761
الرياض,44.0,Jahez,24.797675005864566,46.768190301954746
الأحساء,1.0,Hungerstation,25.43753,49.58466
الخفجي,37.0,ToYou,28.450051868954752,48.488833755254745
الرياض,,Keeta,24.860,46.629
بريدة,56.0,Jahez,26.39454740012261,43.96919958293438
بريدة,,Jahez,26.389774837619566,43.95366556942463
جدة,1.0,Jahez,21.535846236518903,39.161966890096664
تبوك,27.0,Mrsool,28.4,36.55
تبوك,1.0,Mrsool,28.39,36.59
تبوك,1.0,Hungerstation,28.446426531662873,36.50717742741108
سكاكا,1.0,Mrsool,29.97,40.26
الظهران,1.0,Hungerstation,26.366735458374023,50.06102752685547
ينبع,65.75,ToYou,24.09597404816825,38.083126433193684
الرياض,1.0,Hungerstation,24.795108795166016,46.61283874511719
خميس مشيط,1.0,Hungerstation,18.283302307128906,42.7158317565918
مكة المكرمة,,Mrsool,21.3,39.67
عرعر,1.0,Hungerstation,30.981996133672,41.0532357171178
عرعر,87.0,ToYou,30.95957848843271,41.03985216468573
الرياض,2.0,Keeta,24.574,46.549
سكاكا,,Hungerstation,29.95666,40.21374
الظهران,1.0,Hungerstation,26.364599227905273,50.0893440246582
الظهران,,Jahez,26.370179766306187,50.17750762403011
القريات,1.0,Jahez,31.369328064701637,37.293371111154556
الظهران,1.0,Hungerstation,26.3786828459404,50.0592382997274
المجمعة,39.0,Jahez,25.903275646904152,45.37660025060177
الرياض,1.0,Hungerstation,24.7742430199062,46.78440291434527
تبوك,1.0,Hungerstation,28.425228118896484,36.5701904296875
الظهران,1.0,Jahez,26.159277052594305,50.135932713747025
جدة,1.0,Hungerstation,21.614765253874424,39.14177857339382
الرياض,3335.0,Keeta,24.567,46.852
الظهران,1.0,Hungerstation,26.397099533382576,49.98279299587011
عرعر,,ToYou,30.99662092291791,41.01707115769386
القريات,1.0,Hungerstation,31.28304672241211,37.42813491821289
الرياض,1.0,Hungerstation,24.860254555562793,46.63128163665533
الرياض,,Mrsool,24.67,46.81
مكة المكرمة,21.5,ToYou,21.55323505825204,39.76539887487888
جدة,,Hungerstation,21.62214,39.18216
عرعر,1.0,Hungerstation,30.990917628150967,41.0282663628459
الرياض,104.0,Jahez,24.839280978519948,46.832528449594975
جدة,,Mrsool,21.59,39.15
الظهران,,The Chefz,26.30731120000000,50.17838610000000
الظهران,,The Chefz,26.30731120000000,50.17838610000000
جدة,2.0,Keeta,21.537,39.163
الرياض,1.0,Hungerstation,24.801841735839844,46.660194396972656
الرياض,142.0,Jahez,24.777481694663116,46.76356617361308
الرياض,,Mrsool,24.66,46.69
الرياض,1.0,Hungerstation,24.534180947561083,46.63592353463173
ينبع,1.0,Jahez,24.109673835735276,38.09355687350035
سكاكا,1.0,Hungerstation,29.978939147645086,40.18732611089945
الأحساء,,Jahez,25.4310710280341,49.645419381558895
الدمام,35.0,Jahez,26.520881894507696,50.02689655870199
القريات,22.0,Jahez,31.328963247860838,37.336234487593174
القريات,,Jahez,31.3813998118423,37.27794539183378
القريات,1.0,Hungerstation,31.3317311815955,37.329151108861
الرياض,1.0,Hungerstation,24.78960609436035,46.76140213012695
المدينة المنورة,2.0,Keeta,24.488,39.634
الرياض,1.0,Hungerstation,24.85560616913364,46.71605620533228
الأحساء,1.0,Hungerstation,25.462074279785156,49.61408615112305
الظهران,62.0,Jahez,26.214116373674173,50.18852714449168
بريدة,1.0,Jahez,26.371653161609593,43.941352888941765
الرياض,1.0,Hungerstation,24.55248785976137,46.70421224087477
جازان,1.0,Hungerstation,16.93184598340272,42.55190793424845
جدة,41.0,Jahez,21.787949902958378,39.21244539320469
الرياض,,Keeta,24.595,46.653
الرياض,,Mrsool,24.64,46.54
الرياض,1.0,Hungerstation,24.7919066064422,46.687029004096985
الرياض,1.0,Hungerstation,24.767986297607422,46.76074981689453
تبوك,,Shgardi,28.443956713041175,36.53166298792967
جدة,,Hungerstation,21.5770165722214,39.2113021016121
جازان,1.0,Hungerstation,16.916699270360713,42.560988552868366
الخفجي,74.0,ToYou,28.417482168994656,48.48799925297499
الرياض,1.0,Hungerstation,24.751013654449757,46.7053608968854
بريدة,,Hungerstation,26.32769435158328,44.023318849503994
الزلفي,1.0,Hungerstation,26.301898956298828,44.83235549926758
جازان,,ToYou,16.897247195642453,42.57771044969559
ينبع,1.0,Hungerstation,24.0248146869602,38.20599641650915
الرياض,1.0,Jahez,24.859495554138242,46.61573454737663
جدة,2.0,Keeta,21.481,39.269
الطائف,1.0,Mrsool,21.53,40.52
الخفجي,1.0,Jahez,28.411892932383992,48.46996575593948
الرياض,1.0,Hungerstation,24.480127334594727,46.8065299987793
الرياض,1.0,Jahez,24.823546408952677,46.58967353403569
القريات,1.0,Hungerstation,31.33763313293457,37.32730484008789
جدة,,The Chefz,21.51687500000000,39.16920300000000
جازان,,Hungerstation,16.947023391723633,42.5589485168457
الخفجي,1.0,Hungerstation,28.444683074951172,48.48465347290039
ينبع,74.28,Mrsool,24.11,38.04
خميس مشيط,1.0,Hungerstation,18.300968869817172,42.771645896136754
بريدة,1.0,Hungerstation,26.355033195089,43.9717574045062
الرياض,1370.0,Keeta,24.680,46.708
الرياض,2.0,Keeta,24.562,46.530
سكاكا,88.0,Jahez,30.010243149008208,40.22915884852409
الرياض,1.0,Hungerstation,24.75603406180141,46.75791844725609
الظهران,1.0,Hungerstation,26.2062931060791,50.20729446411133
جدة,1.0,Hungerstation,21.646556854248047,39.23202133178711
عرعر,1.0,Hungerstation,30.997732162475586,41.06779861450195
سكاكا,1.0,Hungerstation,29.9567928314209,40.20340347290039
الرياض,64.0,Jahez,24.57356619769375,46.71098280698061
حائل,41.5,ToYou,27.500819633928163,41.71437073498964
الظهران,,Jahez,26.380156733546716,50.14708433300257
الرياض,1.0,Hungerstation,24.846662521362305,46.78506851196289
الرياض,1.0,Hungerstation,24.649925231933594,46.55226516723633
عرعر,,Jahez,30.962391439806616,41.04105245321989
عرعر,,Mrsool,30.98,41.05
الرياض,1.0,Mrsool,24.71,46.64
الرياض,3600.0,Keeta,24.829,46.632
حفر الباطن,1.0,Hungerstation,28.401802130162814,45.98345205187798
دومة الجندل,1.0,Hungerstation,29.79048823710521,39.87504657357931
القريات,1.0,Hungerstation,31.272106170654297,37.385990142822266
عرعر,1.0,Hungerstation,30.946898766159553,41.008311063051224
جازان,1.0,Hungerstation,16.89011001586914,42.5865592956543
الطائف,,Mrsool,21.43,40.47
ابها,,Mrsool,18.28,42.59
سكاكا,1.0,Hungerstation,29.934123744607025,40.19390221685171
الرياض,,Mrsool,24.58,46.63
الرياض,43.0,Jahez,24.809544853161313,46.813782155513756
الظهران,,Mrsool,26.43,50.08
سكاكا,56.0,Jahez,29.983350227586175,40.20370401442051
سكاكا,1.0,Hungerstation,29.975704193115234,40.2435188293457
الطائف,55.0,ToYou,21.496417105753892,40.503883101046085
جدة,1.0,Hungerstation,21.589784702615333,39.1428055241704
جدة,1.0,Hungerstation,21.57451887034954,39.153595715761185
البدائع,,Mrsool,25.99,43.74
الرياض,,Jahez,24.569915462832736,46.795327886939056
الرياض,1.0,Hungerstation,24.862476348876953,46.66276931762695
الرياض,1.0,Hungerstation,24.89600944519043,46.605857849121094
القريات,,Hungerstation,31.3516235425843,37.3014194145799
عرعر,1.0,Hungerstation,31.01567840576172,41.13491439819336
الرياض,1.0,Hungerstation,24.52509817145263,46.647348068654544
عرعر,1.0,Jahez,30.985945504732353,40.99722146987915
الظهران,1.0,Mrsool,26.47,50.12
الأحساء,1.0,Jahez,25.41384263220595,49.72161825746298
الرياض,1.0,Hungerstation,24.8036942235542,46.64015706628561
القريات,28.0,ToYou,31.336149396947448,37.310252264142036
دومة الجندل,1.0,Mrsool,29.8,39.85
سكاكا,31.0,ToYou,29.99722603474882,40.24265706539154
الطائف,43.16,Jahez,21.269477732625194,40.41361168026924
الرياض,1.0,Hungerstation,24.64449945363241,46.49430055171251
الظهران,49.0,ToYou,26.425103220521937,50.11859726160765
جدة,1.0,Hungerstation,21.565681318151256,39.25070039927959
الرياض,1.0,Hungerstation,24.798105677096984,46.64990220218897
الظهران,1.0,Hungerstation,26.34979820251465,50.07478332519531
المدينة المنورة,1.0,Jahez,24.449272657196616,39.5127247273922
جدة,1.0,Jahez,21.41332773646753,39.28354572504759
مكة المكرمة,13.0,Shgardi,21.460599964428788,39.88139530947438
الرياض,84.0,Jahez,24.786443241690797,46.727707386016846
جدة,1.0,Mrsool,21.6,39.21
ينبع,1.0,Hungerstation,24.038165354154753,38.17715596407652
عرعر,1.0,Hungerstation,30.9846293533094,41.0436226800084
حائل,1.0,Jahez,27.482063051207476,41.687857769429684
مكة المكرمة,1.0,Hungerstation,21.439611434936523,39.83442306518555
مكة المكرمة,1.0,Hungerstation,21.433332443237305,39.849796295166016
الرياض,63.0,Jahez,24.69345006449561,46.66551902890205
جدة,1.0,Hungerstation,21.571454598083985,39.22922931611538
سكاكا,1.0,Hungerstation,29.98634659505076,40.232274904847145
سكاكا,1.0,Hungerstation,29.972197707393427,40.194070860743516
الشعبة,,ToYou,28.88,44.73
الرياض,1.0,Hungerstation,24.8085435945834,46.6138513013721
الظهران,1.0,Hungerstation,26.29948250618516,50.17518784850836
الظهران,1.0,Hungerstation,26.49218,50.12881
الظهران,1.0,Hungerstation,26.45135969435731,50.12986421585084
حائل,1.0,Jahez,27.52409280305771,41.69373448938131
القريات,1.0,Hungerstation,31.295379567941126,37.35647041350603
الظهران,,ToYou,26.3441785343314,50.15203300863504
جدة,67.0,Jahez,21.537884603614778,39.23686992377043
جدة,1.0,Hungerstation,21.804431915283203,39.149497985839844
الظهران,1.0,Hungerstation,26.407732009887695,50.11643600463867
جدة,1.0,Hungerstation,21.61165757106207,39.12314660847187
القويعية,1.0,Jahez,23.984039705687376,45.16343805938959
الرياض,67.0,Jahez,24.80516908058074,46.61928344517946
المدينة المنورة,1.0,Hungerstation,24.493855520523248,39.53744597733021
المدينة المنورة,1.0,Hungerstation,24.47635269165039,39.807430267333984
جدة,71.5,ToYou,21.549376391658058,39.20558832585811
سكاكا,1.0,Hungerstation,29.77690887451172,40.02888488769531
عرعر,1.0,Hungerstation,30.96031951904297,41.03945541381836
مكة المكرمة,1.0,Jahez,21.444466794326768,39.8678958043456
ينبع,36.0,Jahez,24.102921141289666,38.014289885759354
ينبع,1.0,Jahez,24.103319304600586,38.05281713604927
جدة,1.0,Mrsool,21.56,39.22
الظهران,,ToYou,26.380570632166442,50.042478181421764
عرعر,45.0,Jahez,31.008697193405272,41.06590412557126
الرياض,1.0,Hungerstation,24.7934872208317,46.6220752894878
جدة,,Mrsool,21.6,39.21
سكاكا,1.0,Hungerstation,29.990673065185547,40.195106506347656
خميس مشيط,1.0,Mrsool,18.31,42.67
الرياض,2500.0,Keeta,24.547,46.506
دومة الجندل,1.0,Hungerstation,29.808020474744232,39.84918840229511
الرياض,29.32,Mrsool,24.75,46.67
سكاكا,1.0,Hungerstation,29.959703690351038,40.202391408383846
عرعر,1.0,Hungerstation,30.952163696289062,41.0117301940918
سكاكا,38.0,Jahez,29.904312027081406,40.20082298666239
الظهران,1.0,Hungerstation,26.349683055318682,50.136787332594395
