violation_date,paid_violations,unpaid_violations,total_violations
١٣٨٤/٠٧/١٤,1,0,1
١٣٨٤/٠٧/١٥,1,0,1
١٣٨٤/٠٧/١٦,1,0,1
١٣٨٤/٠٧/١٧,1,0,1
١٣٨٤/٠٧/١٨,1,0,1
١٣٨٤/٠٧/٢٤,3,0,3
١٣٨٤/٠٧/٢٦,1,0,1
١٣٨٤/٠٨/٠٦,2,0,2
١٣٨٤/٠٨/٠٧,1,0,1
١٣٨٤/٠٨/٠٨,1,0,1
١٣٨٤/٠٨/١١,1,0,1
١٣٨٤/٠٨/١٢,2,0,2
١٣٨٤/٠٨/١٣,1,0,1
١٣٨٤/٠٨/٢٠,2,0,2
١٣٨٤/٠٨/٢٢,1,0,1
١٣٨٤/٠٨/٢٣,2,0,2
١٣٨٤/٠٨/٢٤,1,0,1
١٣٨٤/٠٨/٢٩,1,0,1
١٣٨٤/٠٩/٠١,2,0,2
١٣٨٤/٠٩/٠٢,1,0,1
١٣٨٤/٠٩/٠٣,2,0,2
١٣٨٤/٠٩/٠٦,3,0,3
١٣٨٤/٠٩/٠٧,2,0,2
١٣٨٤/٠٩/٠٩,1,0,1
١٣٨٤/٠٩/١٠,1,0,1
١٣٨٤/٠٩/١٥,1,0,1
١٣٨٤/٠٩/١٦,1,0,1
١٣٨٤/٠٩/١٧,1,0,1
١٣٨٤/٠٩/١٨,1,0,1
١٣٨٤/٠٩/٢٠,1,0,1
١٣٨٤/٠٩/٢٣,3,0,3
١٣٨٤/٠٩/٢٤,2,0,2
١٣٨٤/٠٩/٢٥,3,0,3
١٣٨٤/٠٩/٢٦,2,0,2
١٣٨٤/٠٩/٢٨,2,0,2
١٣٨٤/٠٩/٢٩,3,0,3
١٣٨٤/٠٩/٣٠,1,0,1
١٣٨٤/١٠/٠٤,1,0,1
١٣٨٤/١٠/٠٥,4,0,4
١٣٨٤/١٠/٠٦,4,0,4
١٣٨٤/١٠/٠٧,2,0,2
١٣٨٤/١٠/٠٨,2,0,2
١٣٨٤/١٠/٠٩,2,0,2
١٣٨٤/١٠/١١,2,0,2
١٣٨٤/١٠/١٥,2,0,2
١٣٨٤/١٠/١٦,2,0,2
١٣٨٤/١٠/١٨,1,0,1
١٣٨٤/١٠/١٩,2,0,2
١٣٨٤/١٠/٢١,3,0,3
١٣٨٤/١٠/٢٢,1,0,1
١٣٨٤/١٠/٢٣,2,0,2
١٣٨٤/١٠/٢٤,1,0,1
١٣٨٤/١٠/٢٦,1,0,1
١٣٨٤/١٠/٢٩,1,0,1
١٣٨٤/١١/٠١,3,0,3
١٣٨٤/١١/٠٢,1,0,1
١٣٨٤/١١/٠٣,1,0,1
١٣٨٤/١١/٠٤,1,0,1
١٣٨٤/١١/٠٦,1,0,1
١٣٨٤/١١/٠٧,2,0,2
١٣٨٤/١١/٠٨,1,0,1
١٣٨٤/١١/٠٩,1,0,1
١٣٨٤/١١/١٢,1,0,1
١٣٨٤/١١/١٣,2,0,2
١٣٨٤/١١/١٥,4,0,4
١٣٨٤/١١/١٦,4,0,4
١٣٨٤/١١/١٧,1,0,1
١٣٨٤/١١/١٨,1,0,1
١٣٨٤/١١/٢٠,1,0,1
١٣٨٤/١١/٢١,2,0,2
١٣٨٤/١١/٢٢,1,0,1
١٣٨٤/١١/٢٣,1,0,1
١٣٨٤/١١/٢٤,2,0,2
١٣٨٤/١١/٢٥,1,0,1
١٣٨٤/١١/٢٧,2,0,2
١٣٨٤/١١/٢٩,2,0,2
١٣٨٤/١١/٣٠,1,0,1
١٣٨٤/١٢/٠٤,2,0,2
١٣٨٤/١٢/٠٦,3,0,3
١٣٨٤/١٢/٠٨,1,0,1
١٣٨٤/١٢/٠٩,1,0,1
١٣٨٤/١٢/١١,4,0,4
١٣٨٤/١٢/١٢,1,0,1
١٣٨٤/١٢/١٣,2,0,2
١٣٨٤/١٢/١٧,1,0,1
١٣٨٤/١٢/١٨,1,0,1
١٣٨٤/١٢/١٩,1,0,1
١٣٨٤/١٢/٢٣,2,0,2
١٣٨٤/١٢/٢٥,1,0,1
١٣٨٤/١٢/٢٧,2,0,2
١٣٨٤/١٢/٢٩,1,0,1
١٣٨٥/٠١/٠١,1,0,1
١٣٨٥/٠١/٠٢,3,0,3
١٣٨٥/٠١/٠٣,1,0,1
١٣٨٥/٠١/٠٥,1,0,1
١٣٨٥/٠١/٠٩,1,0,1
١٣٨٥/٠١/١٠,2,0,2
١٣٨٥/٠١/١١,1,0,1
١٣٨٥/٠١/١٥,1,0,1
١٣٨٥/٠١/١٧,1,0,1
١٣٨٥/٠١/١٩,2,0,2
١٣٨٥/٠١/٢٠,2,0,2
١٣٨٥/٠١/٢٢,1,0,1
١٣٨٥/٠١/٢٣,2,0,2
١٣٨٥/٠١/٢٤,2,0,2
١٣٨٥/٠١/٢٥,1,0,1
١٣٨٥/٠١/٢٦,2,0,2
١٣٨٥/٠١/٢٩,2,0,2
١٣٨٥/٠١/٣٠,1,0,1
١٣٨٥/٠٢/٠١,1,0,1
١٣٨٥/٠٢/٠٤,1,0,1
١٣٨٥/٠٢/٠٥,1,0,1
١٣٨٥/٠٢/٠٦,2,0,2
١٣٨٥/٠٢/٠٩,2,0,2
١٣٨٥/٠٢/١٠,2,0,2
١٣٨٥/٠٢/١١,1,0,1
١٣٨٥/٠٢/١٢,2,0,2
١٣٨٥/٠٢/١٣,2,0,2
١٣٨٥/٠٢/١٥,1,0,1
١٣٨٥/٠٢/١٦,3,0,3
١٣٨٥/٠٢/١٧,2,0,2
١٣٨٥/٠٢/١٨,1,0,1
١٣٨٥/٠٢/١٩,1,0,1
١٣٨٥/٠٢/٢١,1,0,1
١٣٨٥/٠٢/٢٢,2,0,2
١٣٨٥/٠٢/٢٥,2,0,2
١٣٨٥/٠٢/٢٦,1,0,1
١٣٨٥/٠٢/٢٧,1,0,1
١٣٨٥/٠٣/٠١,1,0,1
١٣٨٥/٠٣/٠٢,1,0,1
١٣٨٥/٠٣/٠٣,1,0,1
١٣٨٥/٠٣/٠٥,2,0,2
١٣٨٥/٠٣/٠٧,2,0,2
١٣٨٥/٠٣/٠٨,1,0,1
١٣٨٥/٠٣/٠٩,1,0,1
١٣٨٥/٠٣/١٠,1,0,1
١٣٨٥/٠٣/١٢,1,0,1
١٣٨٥/٠٣/١٣,2,0,2
١٣٨٥/٠٣/١٤,1,0,1
١٣٨٥/٠٣/١٥,2,0,2
١٣٨٥/٠٣/١٧,1,0,1
١٣٨٥/٠٣/١٨,2,0,2
١٣٨٥/٠٣/١٩,1,0,1
١٣٨٥/٠٣/٢٠,1,0,1
١٣٨٥/٠٣/٢١,1,0,1
١٣٨٥/٠٣/٢٢,1,0,1
١٣٨٥/٠٣/٢٣,3,0,3
١٣٨٥/٠٣/٢٤,1,0,1
١٣٨٥/٠٣/٢٥,1,0,1
١٣٨٥/٠٣/٢٦,2,0,2
١٣٨٥/٠٣/٢٧,1,0,1
١٣٨٥/٠٣/٢٨,1,0,1
١٣٨٥/٠٣/٢٩,1,0,1
١٣٨٥/٠٣/٣٠,3,0,3
١٣٨٥/٠٤/٠١,2,0,2
١٣٨٥/٠٤/٠٣,3,0,3
١٣٨٥/٠٤/٠٦,1,0,1
١٣٨٥/٠٤/٠٧,3,0,3
١٣٨٥/٠٤/٠٨,2,0,2
١٣٨٥/٠٤/٠٩,1,0,1
١٣٨٥/٠٤/١٢,1,0,1
١٣٨٥/٠٤/١٤,1,0,1
١٣٨٥/٠٤/١٦,2,0,2
١٣٨٥/٠٤/١٧,2,0,2
١٣٨٥/٠٤/١٨,1,0,1
١٣٨٥/٠٤/٢١,1,0,1
١٣٨٥/٠٤/٢٢,1,0,1
١٣٨٥/٠٤/٢٣,1,0,1
١٣٨٥/٠٤/٢٤,4,0,4
١٣٨٥/٠٤/٢٥,3,0,3
١٣٨٥/٠٤/٢٦,1,0,1
١٣٨٥/٠٤/٢٧,1,0,1
١٣٨٥/٠٤/٢٩,4,0,4
١٣٨٥/٠٤/٣٠,1,0,1
١٣٨٥/٠٥/٠١,2,0,2
١٣٨٥/٠٥/٠٢,2,0,2
١٣٨٥/٠٥/٠٦,1,0,1
١٣٨٥/٠٥/٠٨,1,0,1
١٣٨٥/٠٥/٠٩,3,0,3
١٣٨٥/٠٥/١١,1,0,1
١٣٨٥/٠٥/١٢,1,0,1
١٣٨٥/٠٥/١٣,2,0,2
١٣٨٥/٠٥/١٤,1,0,1
١٣٨٥/٠٥/١٥,1,0,1
١٣٨٥/٠٥/١٧,1,0,1
١٣٨٥/٠٥/١٨,2,0,2
١٣٨٥/٠٥/٢٠,1,0,1
١٣٨٥/٠٥/٢١,1,0,1
١٣٨٥/٠٥/٢٢,2,0,2
١٣٨٥/٠٥/٢٣,2,0,2
١٣٨٥/٠٥/٢٤,3,0,3
١٣٨٥/٠٥/٢٨,1,0,1
١٣٨٥/٠٥/٢٩,1,0,1
١٣٨٥/٠٦/٠١,1,0,1
١٣٨٥/٠٦/٠٣,2,0,2
١٣٨٥/٠٦/٠٤,1,0,1
١٣٨٥/٠٦/٠٦,3,0,3
١٣٨٥/٠٦/٠٧,1,0,1
١٣٨٥/٠٦/٠٨,2,0,2
١٣٨٥/٠٦/١٠,1,0,1
١٣٨٥/٠٦/١١,2,0,2
١٣٨٥/٠٦/١٢,1,0,1
١٣٨٥/٠٦/١٦,2,0,2
١٣٨٥/٠٦/١٧,1,0,1
١٣٨٥/٠٦/١٩,3,0,3
١٣٨٥/٠٦/٢٠,1,0,1
١٣٨٥/٠٦/٢١,2,0,2
١٣٨٥/٠٦/٢٣,1,0,1
١٣٨٥/٠٦/٢٤,1,0,1
١٣٨٥/٠٦/٢٥,1,0,1
١٣٨٥/٠٦/٢٦,2,0,2
١٣٨٥/٠٦/٢٧,1,0,1
١٣٨٥/٠٦/٢٨,1,0,1
١٣٨٥/٠٦/٢٩,1,0,1
١٣٨٥/٠٧/٠١,4,0,4
١٣٨٥/٠٧/٠٢,1,0,1
١٣٨٥/٠٧/٠٣,2,0,2
١٣٨٥/٠٧/٠٥,3,0,3
١٣٨٥/٠٧/١٢,3,0,3
١٣٨٥/٠٧/١٣,3,0,3
١٣٨٥/٠٧/١٤,1,0,1
١٣٨٥/٠٧/١٧,3,0,3
١٣٨٥/٠٧/١٨,1,0,1
١٣٨٥/٠٧/١٩,1,0,1
١٣٨٥/٠٧/٢١,1,0,1
١٣٨٥/٠٧/٢٢,2,0,2
١٣٨٥/٠٧/٢٣,3,0,3
١٣٨٥/٠٧/٢٤,1,0,1
١٣٨٥/٠٧/٢٥,2,0,2
١٣٨٥/٠٧/٢٦,2,0,2
١٣٨٥/٠٧/٢٧,2,0,2
١٣٨٥/٠٧/٢٩,2,0,2
١٣٨٥/٠٨/٠١,2,0,2
١٣٨٥/٠٨/٠٢,1,0,1
١٣٨٥/٠٨/٠٣,1,0,1
١٣٨٥/٠٨/٠٤,2,0,2
١٣٨٥/٠٨/٠٦,2,0,2
١٣٨٥/٠٨/٠٧,1,0,1
١٣٨٥/٠٨/٠٩,1,0,1
١٣٨٥/٠٨/١٣,1,0,1
١٣٨٥/٠٨/١٥,2,0,2
١٣٨٥/٠٨/١٦,2,0,2
١٣٨٥/٠٨/١٧,3,0,3
١٣٨٥/٠٨/١٨,1,0,1
١٣٨٥/٠٨/١٩,4,0,4
١٣٨٥/٠٨/٢٣,1,0,1
١٣٨٥/٠٨/٢٥,1,0,1
١٣٨٥/٠٨/٢٧,1,0,1
١٣٨٥/٠٨/٢٨,1,0,1
١٣٨٥/٠٨/٢٩,1,0,1
١٣٨٥/٠٩/٠٤,2,0,2
١٣٨٥/٠٩/٠٦,5,0,5
١٣٨٥/٠٩/٠٧,1,0,1
١٣٨٥/٠٩/٠٨,2,0,2
١٣٨٥/٠٩/٠٩,3,0,3
١٣٨٥/٠٩/١٠,2,0,2
١٣٨٥/٠٩/١١,4,0,4
١٣٨٥/٠٩/١٢,2,0,2
١٣٨٥/٠٩/١٣,1,0,1
١٣٨٥/٠٩/١٤,1,0,1
١٣٨٥/٠٩/١٥,1,0,1
١٣٨٥/٠٩/١٦,2,0,2
١٣٨٥/٠٩/١٨,4,0,4
١٣٨٥/٠٩/١٩,3,0,3
١٣٨٥/٠٩/٢٠,8,0,8
١٣٨٥/٠٩/٢٣,2,0,2
١٣٨٥/٠٩/٢٦,1,0,1
١٣٨٥/٠٩/٢٧,2,0,2
١٣٨٥/٠٩/٢٨,2,0,2
١٣٨٥/٠٩/٢٩,3,0,3
١٣٨٥/٠٩/٣٠,1,0,1
١٣٨٥/١٠/٠١,3,0,3
١٣٨٥/١٠/٠٢,1,0,1
١٣٨٥/١٠/٠٣,2,0,2
١٣٨٥/١٠/٠٥,3,0,3
١٣٨٥/١٠/٠٦,1,0,1
١٣٨٥/١٠/٠٧,3,0,3
١٣٨٥/١٠/٠٨,1,0,1
١٣٨٥/١٠/٠٩,1,0,1
١٣٨٥/١٠/١٠,2,0,2
١٣٨٥/١٠/١١,3,0,3
١٣٨٥/١٠/١٢,1,0,1
١٣٨٥/١٠/١٣,2,0,2
١٣٨٥/١٠/١٥,4,0,4
١٣٨٥/١٠/١٦,2,0,2
١٣٨٥/١٠/١٧,2,0,2
١٣٨٥/١٠/١٨,1,0,1
١٣٨٥/١٠/١٩,2,0,2
١٣٨٥/١٠/٢٠,2,0,2
١٣٨٥/١٠/٢١,3,0,3
١٣٨٥/١٠/٢٢,2,0,2
١٣٨٥/١٠/٢٤,1,0,1
١٣٨٥/١٠/٢٦,1,0,1
١٣٨٥/١٠/٢٧,2,0,2
١٣٨٥/١٠/٢٨,2,0,2
١٣٨٥/١٠/٢٩,2,0,2
١٣٨٥/١٠/٣٠,2,0,2
١٣٨٥/١١/٠١,1,0,1
١٣٨٥/١١/٠٢,4,0,4
١٣٨٥/١١/٠٣,2,0,2
١٣٨٥/١١/٠٥,2,0,2
١٣٨٥/١١/٠٦,4,0,4
١٣٨٥/١١/٠٧,3,0,3
١٣٨٥/١١/٠٨,3,0,3
١٣٨٥/١١/٠٩,4,0,4
١٣٨٥/١١/١٠,4,0,4
١٣٨٥/١١/١١,2,0,2
١٣٨٥/١١/١٣,2,0,2
١٣٨٥/١١/١٤,1,0,1
١٣٨٥/١١/١٥,2,0,2
١٣٨٥/١١/١٦,1,0,1
١٣٨٥/١١/١٧,2,0,2
١٣٨٥/١١/١٩,2,0,2
١٣٨٥/١١/٢١,1,0,1
١٣٨٥/١١/٢٣,1,0,1
١٣٨٥/١١/٢٤,3,0,3
١٣٨٥/١١/٢٥,2,0,2
١٣٨٥/١١/٢٦,1,0,1
١٣٨٥/١١/٢٧,2,0,2
١٣٨٥/١١/٢٨,3,0,3
١٣٨٥/١١/٢٩,1,0,1
١٣٨٥/١٢/٠١,1,0,1
١٣٨٥/١٢/٠٢,3,0,3
١٣٨٥/١٢/٠٣,4,0,4
١٣٨٥/١٢/٠٥,3,0,3
١٣٨٥/١٢/٠٦,1,0,1
١٣٨٥/١٢/٠٧,2,0,2
١٣٨٥/١٢/٠٨,2,0,2
١٣٨٥/١٢/١١,3,0,3
١٣٨٥/١٢/١٣,1,0,1
١٣٨٥/١٢/١٤,2,0,2
١٣٨٥/١٢/١٥,1,0,1
١٣٨٥/١٢/١٦,3,0,3
١٣٨٥/١٢/١٧,1,0,1
١٣٨٥/١٢/١٨,2,0,2
١٣٨٥/١٢/١٩,2,0,2
١٣٨٥/١٢/٢٠,2,0,2
١٣٨٥/١٢/٢١,2,0,2
١٣٨٥/١٢/٢٢,1,0,1
١٣٨٥/١٢/٢٣,2,0,2
١٣٨٥/١٢/٢٤,1,0,1
١٣٨٥/١٢/٢٥,3,0,3
١٣٨٥/١٢/٢٦,2,0,2
١٣٨٥/١٢/٢٧,2,0,2
١٣٨٥/١٢/٢٨,2,0,2
١٣٨٥/١٢/٢٩,2,0,2
١٣٨٦/٠١/٠١,1,0,1
١٣٨٦/٠١/٠٢,2,0,2
١٣٨٦/٠١/٠٣,3,0,3
١٣٨٦/٠١/٠٤,1,0,1
١٣٨٦/٠١/٠٥,1,0,1
١٣٨٦/٠١/٠٦,3,0,3
١٣٨٦/٠١/٠٩,1,0,1
١٣٨٦/٠١/١٠,2,0,2
١٣٨٦/٠١/١١,2,0,2
١٣٨٦/٠١/١٢,3,0,3
١٣٨٦/٠١/١٣,1,0,1
١٣٨٦/٠١/١٤,2,0,2
١٣٨٦/٠١/١٥,1,0,1
١٣٨٦/٠١/١٦,1,0,1
١٣٨٦/٠١/١٨,3,0,3
١٣٨٦/٠١/١٩,1,0,1
١٣٨٦/٠١/٢٠,2,0,2
١٣٨٦/٠١/٢٢,4,0,4
١٣٨٦/٠١/٢٣,4,0,4
١٣٨٦/٠١/٢٦,2,0,2
١٣٨٦/٠١/٢٧,1,0,1
١٣٨٦/٠١/٢٨,1,0,1
١٣٨٦/٠٢/٠١,3,0,3
١٣٨٦/٠٢/٠٢,3,0,3
١٣٨٦/٠٢/٠٣,1,0,1
١٣٨٦/٠٢/٠٤,1,0,1
١٣٨٦/٠٢/٠٥,3,0,3
١٣٨٦/٠٢/٠٦,3,0,3
١٣٨٦/٠٢/٠٧,3,0,3
١٣٨٦/٠٢/٠٨,2,0,2
١٣٨٦/٠٢/٠٩,1,0,1
١٣٨٦/٠٢/١٠,1,0,1
١٣٨٦/٠٢/١١,2,0,2
١٣٨٦/٠٢/١٢,2,0,2
١٣٨٦/٠٢/١٣,1,0,1
١٣٨٦/٠٢/١٤,1,0,1
١٣٨٦/٠٢/١٥,2,0,2
١٣٨٦/٠٢/١٦,1,0,1
١٣٨٦/٠٢/١٧,4,0,4
١٣٨٦/٠٢/١٩,1,0,1
١٣٨٦/٠٢/٢٠,3,0,3
١٣٨٦/٠٢/٢١,3,0,3
١٣٨٦/٠٢/٢٢,5,0,5
١٣٨٦/٠٢/٢٣,1,0,1
١٣٨٦/٠٢/٢٦,4,0,4
١٣٨٦/٠٢/٢٧,1,0,1
١٣٨٦/٠٢/٢٨,2,0,2
١٣٨٦/٠٢/٢٩,3,0,3
١٣٨٦/٠٢/٣٠,1,0,1
١٣٨٦/٠٣/٠١,1,0,1
١٣٨٦/٠٣/٠٢,5,0,5
١٣٨٦/٠٣/٠٣,1,0,1
١٣٨٦/٠٣/٠٤,2,0,2
١٣٨٦/٠٣/٠٥,3,0,3
١٣٨٦/٠٣/٠٦,3,0,3
١٣٨٦/٠٣/١٠,1,0,1
١٣٨٦/٠٣/١١,1,0,1
١٣٨٦/٠٣/١٢,2,0,2
١٣٨٦/٠٣/١٣,3,0,3
١٣٨٦/٠٣/١٤,3,0,3
١٣٨٦/٠٣/١٥,2,0,2
١٣٨٦/٠٣/١٦,2,0,2
١٣٨٦/٠٣/١٧,2,0,2
١٣٨٦/٠٣/١٨,2,0,2
١٣٨٦/٠٣/١٩,1,0,1
١٣٨٦/٠٣/٢١,2,0,2
١٣٨٦/٠٣/٢٢,1,0,1
١٣٨٦/٠٣/٢٣,2,0,2
١٣٨٦/٠٣/٢٥,2,0,2
١٣٨٦/٠٣/٢٦,3,0,3
١٣٨٦/٠٣/٢٧,1,0,1
١٣٨٦/٠٣/٢٨,2,0,2
١٣٨٦/٠٣/٢٩,2,0,2
١٣٨٦/٠٤/٠١,2,0,2
١٣٨٦/٠٤/٠٢,2,0,2
١٣٨٦/٠٤/٠٣,3,0,3
١٣٨٦/٠٤/٠٤,4,0,4
١٣٨٦/٠٤/٠٦,2,0,2
١٣٨٦/٠٤/٠٧,2,0,2
١٣٨٦/٠٤/٠٨,1,0,1
١٣٨٦/٠٤/٠٩,1,0,1
١٣٨٦/٠٤/١٠,1,0,1
١٣٨٦/٠٤/١١,1,0,1
١٣٨٦/٠٤/١٤,3,0,3
١٣٨٦/٠٤/١٥,2,0,2
١٣٨٦/٠٤/١٦,1,0,1
١٣٨٦/٠٤/١٧,1,0,1
١٣٨٦/٠٤/١٩,2,0,2
١٣٨٦/٠٤/٢٠,3,0,3
١٣٨٦/٠٤/٢١,1,0,1
١٣٨٦/٠٤/٢٢,2,0,2
١٣٨٦/٠٤/٢٣,2,0,2
١٣٨٦/٠٤/٢٤,1,0,1
١٣٨٦/٠٤/٢٥,4,0,4
١٣٨٦/٠٤/٢٦,1,0,1
١٣٨٦/٠٤/٢٧,1,0,1
١٣٨٦/٠٤/٢٨,3,0,3
١٣٨٦/٠٤/٢٩,1,0,1
١٣٨٦/٠٥/٠١,3,0,3
١٣٨٦/٠٥/٠٢,2,0,2
١٣٨٦/٠٥/٠٤,1,0,1
١٣٨٦/٠٥/٠٥,4,0,4
١٣٨٦/٠٥/٠٦,2,0,2
١٣٨٦/٠٥/٠٩,1,0,1
١٣٨٦/٠٥/١٠,2,0,2
١٣٨٦/٠٥/١١,1,0,1
١٣٨٦/٠٥/١٣,3,0,3
١٣٨٦/٠٥/١٤,1,0,1
١٣٨٦/٠٥/١٥,3,0,3
١٣٨٦/٠٥/١٦,2,0,2
١٣٨٦/٠٥/١٧,4,0,4
١٣٨٦/٠٥/١٨,3,0,3
١٣٨٦/٠٥/١٩,2,0,2
١٣٨٦/٠٥/٢٠,2,0,2
١٣٨٦/٠٥/٢٢,2,0,2
١٣٨٦/٠٥/٢٣,4,0,4
١٣٨٦/٠٥/٢٤,2,0,2
١٣٨٦/٠٥/٢٥,2,0,2
١٣٨٦/٠٥/٢٦,1,0,1
١٣٨٦/٠٥/٢٧,1,0,1
١٣٨٦/٠٥/٢٨,1,0,1
١٣٨٦/٠٥/٣٠,2,0,2
١٣٨٦/٠٦/٠٢,2,0,2
١٣٨٦/٠٦/٠٣,2,0,2
١٣٨٦/٠٦/٠٤,2,0,2
١٣٨٦/٠٦/٠٥,1,0,1
١٣٨٦/٠٦/٠٦,3,0,3
١٣٨٦/٠٦/٠٨,2,0,2
