violation_date,paid_violations,unpaid_violations
1387-02-09,3,0
1387-02-10,3,0
1387-02-11,5,0
1387-02-12,3,0
1387-02-13,2,0
1387-02-14,4,0
1387-02-15,3,0
1387-02-16,2,0
1387-02-18,3,0
1387-02-20,4,0
1387-02-21,1,0
1387-02-22,3,0
1387-02-23,5,0
1387-02-24,2,0
1387-02-25,4,0
1387-02-26,1,0
1387-02-27,4,0
1387-02-28,4,0
1387-02-29,2,0
1387-03-01,2,0
1387-03-02,2,0
1387-03-03,4,0
1387-03-04,1,0
1387-03-05,1,0
1387-03-06,1,0
1387-03-08,1,0
1387-03-10,2,0
1387-03-12,5,0
1387-03-13,6,0
1387-03-14,1,0
1387-03-15,3,0
1387-03-16,4,0
1387-03-17,4,0
1387-03-19,3,0
1387-03-20,2,0
1387-03-21,4,0
1387-03-22,1,0
1387-03-23,2,0
1387-03-24,1,0
1387-03-25,1,0
1387-03-26,3,0
1387-03-27,2,0
1387-03-28,7,0
1387-03-29,1,0
1387-03-30,2,0
1387-04-01,2,0
1387-04-02,1,0
1387-04-03,2,0
1387-04-04,3,0
1387-04-08,3,0
1387-04-09,1,0
1387-04-10,3,0
1387-04-11,1,0
1387-04-12,4,0
1387-04-13,3,0
1387-04-14,4,0
1387-04-15,1,0
1387-04-16,4,0
1387-04-17,3,0
1387-04-18,2,0
1387-04-19,1,0
1387-04-20,1,0
1387-04-21,3,0
1387-04-22,5,0
1387-04-23,2,0
1387-04-24,3,0
1387-04-25,1,0
1387-04-26,1,0
1387-04-27,1,0
1387-04-28,3,0
1387-04-29,6,0
1387-05-01,2,0
1387-05-02,6,0
1387-05-03,2,0
1387-05-04,2,0
1387-05-05,3,0
1387-05-06,1,0
1387-05-07,3,0
1387-05-08,1,0
1387-05-09,3,0
1387-05-10,2,0
1387-05-11,3,0
1387-05-12,4,0
1387-05-13,2,0
1387-05-14,1,0
1387-05-15,3,0
1387-05-16,1,0
1387-05-17,4,0
1387-05-18,1,0
1387-05-19,2,0
1387-05-20,6,0
1387-05-21,3,0
1387-05-22,2,0
1387-05-23,3,0
1387-05-24,3,0
1387-05-25,3,0
1387-05-26,4,0
1387-05-27,1,0
1387-05-28,2,0
1387-05-29,1,0
1387-05-30,1,0
1387-06-01,6,0
1387-06-03,3,0
1387-06-04,7,0
1387-06-05,2,0
1387-06-06,1,0
1387-06-07,4,0
1387-06-08,2,0
1387-06-09,3,0
1387-06-10,3,0
1387-06-11,8,0
1387-06-12,1,0
1387-06-13,4,0
1387-06-14,2,0
1387-06-15,3,0
1387-06-16,3,0
1387-06-17,2,0
1387-06-18,2,0
1387-06-19,1,0
1387-06-20,1,0
1387-06-21,3,0
1387-06-22,5,0
1387-06-23,4,0
1387-06-25,2,0
1387-06-26,4,0
1387-06-27,1,0
1387-06-28,2,0
1387-07-01,1,0
1387-07-02,1,0
1387-07-03,2,0
1387-07-04,1,0
1387-07-06,2,0
1387-07-07,2,0
1387-07-08,2,0
1387-07-09,5,0
1387-07-11,4,0
1387-07-12,2,0
1387-07-13,3,0
1387-07-14,4,0
1387-07-15,3,0
1387-07-16,7,0
1387-07-17,4,0
1387-07-18,2,0
1387-07-19,1,0
1387-07-20,5,0
1387-07-21,2,0
1387-07-22,2,0
1387-07-23,2,0
1387-07-24,3,0
1387-07-27,2,0
1387-07-28,1,0
1387-07-29,4,0
1387-07-30,2,0
1387-08-01,3,0
1387-08-03,4,0
1387-08-04,2,0
1387-08-05,5,0
1387-08-06,3,0
1387-08-07,1,0
1387-08-08,2,0
1387-08-09,3,0
1387-08-10,1,0
1387-08-11,1,0
1387-08-12,2,0
1387-08-13,4,0
1387-08-14,3,0
1387-08-15,4,0
1387-08-16,3,0
1387-08-17,1,0
1387-08-18,2,0
1387-08-19,2,0
1387-08-20,2,0
1387-08-21,2,0
1387-08-22,2,0
1387-08-23,2,0
1387-08-24,5,0
1387-08-25,2,0
1387-08-26,3,0
1387-08-27,1,0
1387-08-28,2,0
1387-08-29,1,0
1387-09-01,2,0
1387-09-02,2,0
1387-09-03,1,0
1387-09-04,3,0
1387-09-05,1,0
1387-09-06,2,0
1387-09-08,3,0
1387-09-09,2,0
1387-09-10,2,0
1387-09-11,7,0
1387-09-13,2,0
1387-09-14,4,0
1387-09-15,1,0
1387-09-16,4,0
1387-09-17,3,0
1387-09-18,2,0
1387-09-19,3,0
1387-09-20,4,0
1387-09-21,1,0
1387-09-22,1,0
1387-09-23,2,0
1387-09-24,3,0
1387-09-25,4,0
1387-09-26,1,0
1387-09-27,3,0
1387-09-28,1,0
1387-09-30,2,0
1387-10-01,2,0
1387-10-03,4,0
1387-10-04,2,0
1387-10-06,3,0
1387-10-08,1,0
1387-10-09,2,0
1387-10-10,3,0
1387-10-11,2,0
1387-10-12,4,0
1387-10-13,4,0
1387-10-14,5,0
1387-10-15,4,0
1387-10-16,5,0
1387-10-17,5,0
1387-10-18,1,0
1387-10-19,5,0
1387-10-20,5,0
1387-10-21,5,0
1387-10-23,2,0
1387-10-24,2,0
1387-10-25,2,0
1387-10-26,6,0
1387-10-27,3,0
1387-10-28,7,0
1387-10-29,2,0
1387-11-01,2,0
1387-11-02,1,0
1387-11-03,4,0
1387-11-04,3,0
1387-11-05,3,0
1387-11-06,1,0
1387-11-07,1,0
1387-11-08,5,0
1387-11-09,3,0
1387-11-10,3,0
1387-11-11,2,0
1387-11-12,3,0
1387-11-13,3,0
1387-11-14,1,0
1387-11-15,3,0
1387-11-16,2,0
1387-11-17,2,0
1387-11-18,5,0
1387-11-19,4,0
1387-11-20,2,0
1387-11-21,2,0
1387-11-22,6,0
1387-11-23,1,0
1387-11-24,5,0
1387-11-25,8,0
1387-11-26,3,0
1387-11-27,4,0
1387-11-28,5,0
1387-11-29,1,0
1387-11-30,4,0
1387-12-01,6,0
1387-12-02,3,0
1387-12-03,3,0
1387-12-04,4,0
1387-12-05,2,0
1387-12-06,2,0
1387-12-07,2,0
1387-12-08,2,0
1387-12-09,4,0
1387-12-10,5,0
1387-12-11,3,0
1387-12-12,1,0
1387-12-13,1,0
1387-12-14,4,0
1387-12-16,3,0
1387-12-17,3,0
1387-12-18,4,0
1387-12-19,3,0
1387-12-20,2,0
1387-12-21,5,0
1387-12-22,2,0
1387-12-23,5,0
1387-12-24,3,0
1387-12-25,4,0
1387-12-26,4,0
1387-12-27,1,0
1387-12-28,3,0
1387-12-29,4,0
1387-12-30,5,0
1388-01-01,5,0
1388-01-02,4,0
1388-01-03,3,0
1388-01-04,4,0
1388-01-05,4,0
1388-01-06,1,0
1388-01-07,1,0
1388-01-08,2,0
1388-01-09,2,0
1388-01-10,3,0
1388-01-11,1,0
1388-01-12,3,0
1388-01-13,3,0
1388-01-14,3,0
1388-01-15,4,0
1388-01-16,2,0
1388-01-17,2,0
1388-01-18,3,0
1388-01-19,3,0
1388-01-20,1,0
1388-01-22,1,0
1388-01-23,6,0
1388-01-24,3,0
1388-01-25,1,0
1388-01-26,2,0
1388-01-27,1,0
1388-01-28,3,0
1388-01-29,3,0
1388-02-01,2,0
1388-02-02,2,0
1388-02-03,2,0
1388-02-04,2,0
1388-02-05,3,0
1388-02-06,1,0
1388-02-07,5,0
1388-02-08,1,0
1388-02-09,2,0
1388-02-10,5,0
1388-02-11,2,0
1388-02-12,1,0
1388-02-13,2,0
1388-02-14,1,0
1388-02-15,4,0
1388-02-16,7,0
1388-02-17,2,0
1388-02-18,4,0
1388-02-19,3,0
1388-02-20,3,0
1388-02-21,2,0
1388-02-22,5,0
1388-02-23,5,0
1388-02-24,1,0
1388-02-25,2,0
1388-02-26,2,0
1388-02-27,1,0
1388-02-28,4,0
1388-02-29,2,0
1388-02-30,5,0
1388-03-01,2,0
1388-03-02,4,0
1388-03-03,3,0
1388-03-04,8,0
1388-03-05,2,0
1388-03-06,2,0
1388-03-07,3,0
1388-03-08,3,0
1388-03-10,5,0
1388-03-11,3,0
1388-03-12,1,0
1388-03-13,2,0
1388-03-14,4,0
1388-03-15,3,0
1388-03-16,4,0
1388-03-17,7,0
1388-03-18,4,0
1388-03-19,3,0
1388-03-20,3,0
1388-03-21,2,0
1388-03-22,2,0
1388-03-23,1,0
1388-03-24,4,0
1388-03-25,3,0
1388-03-26,2,0
1388-03-27,4,0
1388-03-28,2,0
1388-03-29,2,0
1388-03-30,3,0
1388-04-01,4,0
1388-04-02,2,0
1388-04-03,5,0
1388-04-04,2,0
1388-04-05,4,0
1388-04-06,2,0
1388-04-07,7,0
1388-04-08,4,0
1388-04-09,2,0
1388-04-10,4,0
1388-04-11,2,0
1388-04-12,5,0
1388-04-13,2,0
1388-04-14,2,0
1388-04-15,4,0
1388-04-16,3,0
1388-04-17,6,0
1388-04-18,3,0
1388-04-19,3,0
1388-04-20,1,0
1388-04-21,2,0
1388-04-22,4,0
1388-04-23,6,0
1388-04-24,1,0
1388-04-25,5,0
1388-04-26,2,0
1388-04-27,3,0
1388-04-28,2,0
1388-04-29,3,0
1388-05-01,3,0
1388-05-02,2,0
1388-05-03,2,0
1388-05-04,3,0
1388-05-05,2,0
1388-05-06,4,0
1388-05-07,1,0
1388-05-08,1,0
1388-05-09,4,0
1388-05-10,4,0
1388-05-11,5,0
1388-05-12,4,0
1388-05-13,1,0
1388-05-14,3,0
1388-05-15,1,0
1388-05-16,4,0
1388-05-17,2,0
1388-05-18,2,0
1388-05-19,1,0
1388-05-20,2,0
1388-05-21,5,0
1388-05-22,2,0
1388-05-23,2,0
1388-05-24,4,0
1388-05-25,2,0
1388-05-26,2,0
1388-05-27,1,0
1388-05-28,2,0
1388-05-29,4,0
1388-05-30,2,0
1388-06-01,4,0
1388-06-02,2,0
1388-06-03,4,0
1388-06-04,3,0
1388-06-05,1,0
1388-06-06,7,0
1388-06-07,2,0
1388-06-08,4,0
1388-06-09,4,0
1388-06-10,2,0
1388-06-11,4,0
1388-06-12,3,0
1388-06-13,4,0
1388-06-14,3,0
1388-06-16,4,0
1388-06-17,3,0
1388-06-18,3,0
1388-06-19,2,0
1388-06-20,3,0
1388-06-21,2,0
1388-06-22,2,0
1388-06-23,2,0
