violation_date,paid_violations,unpaid_violations
١٣٨٤/٠٦/٠٢,2,0
١٣٨٤/٠٦/٠٦,1,0
١٣٨٤/٠٦/٠٧,1,0
١٣٨٤/٠٦/٠٩,1,0
١٣٨٤/٠٦/١١,1,0
١٣٨٤/٠٦/١٢,1,0
١٣٨٤/٠٦/١٣,1,0
١٣٨٤/٠٦/١٨,1,0
١٣٨٤/٠٦/٢١,1,0
١٣٨٤/٠٦/٢٢,1,0
١٣٨٤/٠٦/٢٤,1,0
١٣٨٤/٠٦/٢٥,1,0
١٣٨٤/٠٦/٢٨,1,0
١٣٨٤/٠٧/٠١,2,0
١٣٨٤/٠٧/٠٥,1,0
١٣٨٤/٠٧/٠٧,2,0
١٣٨٤/٠٧/١١,4,0
١٣٨٤/٠٧/١٣,1,0
١٣٨٤/٠٧/١٤,1,0
١٣٨٤/٠٧/١٥,1,0
١٣٨٤/٠٧/١٦,1,0
١٣٨٤/٠٧/١٧,1,0
١٣٨٤/٠٧/١٨,1,0
١٣٨٤/٠٧/٢٤,3,0
١٣٨٤/٠٧/٢٦,1,0
١٣٨٤/٠٨/٠٦,2,0
١٣٨٤/٠٨/٠٧,1,0
١٣٨٤/٠٨/٠٨,1,0
١٣٨٤/٠٨/١١,1,0
١٣٨٤/٠٨/١٢,2,0
١٣٨٤/٠٨/١٣,1,0
١٣٨٤/٠٨/٢٠,2,0
١٣٨٤/٠٨/٢٢,1,0
١٣٨٤/٠٨/٢٣,2,0
١٣٨٤/٠٨/٢٤,1,0
١٣٨٤/٠٨/٢٩,1,0
١٣٨٤/٠٩/٠١,2,0
١٣٨٤/٠٩/٠٢,1,0
١٣٨٤/٠٩/٠٣,2,0
١٣٨٤/٠٩/٠٦,3,0
١٣٨٤/٠٩/٠٧,2,0
١٣٨٤/٠٩/٠٩,1,0
١٣٨٤/٠٩/١٠,1,0
١٣٨٤/٠٩/١٥,1,0
١٣٨٤/٠٩/١٦,1,0
١٣٨٤/٠٩/١٧,1,0
١٣٨٤/٠٩/١٨,1,0
١٣٨٤/٠٩/٢٠,1,0
١٣٨٤/٠٩/٢٣,3,0
١٣٨٤/٠٩/٢٤,2,0
١٣٨٤/٠٩/٢٥,3,0
١٣٨٤/٠٩/٢٦,2,0
١٣٨٤/٠٩/٢٨,2,0
١٣٨٤/٠٩/٢٩,3,0
١٣٨٤/٠٩/٣٠,1,0
١٣٨٤/١٠/٠٤,1,0
١٣٨٤/١٠/٠٥,4,0
١٣٨٤/١٠/٠٦,4,0
١٣٨٤/١٠/٠٧,2,0
١٣٨٤/١٠/٠٨,2,0
١٣٨٤/١٠/٠٩,2,0
١٣٨٤/١٠/١١,2,0
١٣٨٤/١٠/١٥,2,0
١٣٨٤/١٠/١٦,2,0
١٣٨٤/١٠/١٨,1,0
١٣٨٤/١٠/١٩,2,0
١٣٨٤/١٠/٢١,3,0
١٣٨٤/١٠/٢٢,1,0
١٣٨٤/١٠/٢٣,2,0
١٣٨٤/١٠/٢٤,1,0
١٣٨٤/١٠/٢٦,1,0
١٣٨٤/١٠/٢٩,1,0
١٣٨٤/١١/٠١,3,0
١٣٨٤/١١/٠٢,1,0
١٣٨٤/١١/٠٣,1,0
١٣٨٤/١١/٠٤,1,0
١٣٨٤/١١/٠٦,1,0
١٣٨٤/١١/٠٧,2,0
١٣٨٤/١١/٠٨,1,0
١٣٨٤/١١/٠٩,1,0
١٣٨٤/١١/١٢,1,0
١٣٨٤/١١/١٣,2,0
١٣٨٤/١١/١٥,4,0
١٣٨٤/١١/١٦,4,0
١٣٨٤/١١/١٧,1,0
١٣٨٤/١١/١٨,1,0
١٣٨٤/١١/٢٠,1,0
١٣٨٤/١١/٢١,2,0
١٣٨٤/١١/٢٢,1,0
١٣٨٤/١١/٢٣,1,0
١٣٨٤/١١/٢٤,2,0
١٣٨٤/١١/٢٥,1,0
١٣٨٤/١١/٢٧,2,0
١٣٨٤/١١/٢٩,2,0
١٣٨٤/١١/٣٠,1,0
١٣٨٤/١٢/٠٤,2,0
١٣٨٤/١٢/٠٦,3,0
١٣٨٤/١٢/٠٨,1,0
١٣٨٤/١٢/٠٩,1,0
١٣٨٤/١٢/١١,4,0
١٣٨٤/١٢/١٢,1,0
١٣٨٤/١٢/١٣,2,0
١٣٨٤/١٢/١٧,1,0
١٣٨٤/١٢/١٨,1,0
١٣٨٤/١٢/١٩,1,0
١٣٨٤/١٢/٢٣,2,0
١٣٨٤/١٢/٢٥,1,0
١٣٨٤/١٢/٢٧,2,0
١٣٨٤/١٢/٢٩,1,0
١٣٨٥/٠١/٠١,1,0
١٣٨٥/٠١/٠٢,3,0
١٣٨٥/٠١/٠٣,1,0
١٣٨٥/٠١/٠٥,1,0
١٣٨٥/٠١/٠٩,1,0
١٣٨٥/٠١/١٠,2,0
١٣٨٥/٠١/١١,1,0
١٣٨٥/٠١/١٥,1,0
١٣٨٥/٠١/١٧,1,0
١٣٨٥/٠١/١٩,2,0
١٣٨٥/٠١/٢٠,2,0
١٣٨٥/٠١/٢٢,1,0
١٣٨٥/٠١/٢٣,2,0
١٣٨٥/٠١/٢٤,2,0
١٣٨٥/٠١/٢٥,1,0
١٣٨٥/٠١/٢٦,2,0
١٣٨٥/٠١/٢٩,2,0
١٣٨٥/٠١/٣٠,1,0
١٣٨٥/٠٢/٠١,1,0
١٣٨٥/٠٢/٠٤,1,0
١٣٨٥/٠٢/٠٥,1,0
١٣٨٥/٠٢/٠٦,2,0
١٣٨٥/٠٢/٠٩,2,0
١٣٨٥/٠٢/١٠,2,0
١٣٨٥/٠٢/١١,1,0
١٣٨٥/٠٢/١٢,2,0
١٣٨٥/٠٢/١٣,2,0
١٣٨٥/٠٢/١٥,1,0
١٣٨٥/٠٢/١٦,3,0
١٣٨٥/٠٢/١٧,2,0
١٣٨٥/٠٢/١٨,1,0
١٣٨٥/٠٢/١٩,1,0
١٣٨٥/٠٢/٢١,1,0
١٣٨٥/٠٢/٢٢,2,0
١٣٨٥/٠٢/٢٥,2,0
١٣٨٥/٠٢/٢٦,1,0
١٣٨٥/٠٢/٢٧,1,0
١٣٨٥/٠٣/٠١,1,0
١٣٨٥/٠٣/٠٢,1,0
١٣٨٥/٠٣/٠٣,1,0
١٣٨٥/٠٣/٠٥,2,0
١٣٨٥/٠٣/٠٧,2,0
١٣٨٥/٠٣/٠٨,1,0
١٣٨٥/٠٣/٠٩,1,0
١٣٨٥/٠٣/١٠,1,0
١٣٨٥/٠٣/١٢,1,0
١٣٨٥/٠٣/١٣,2,0
١٣٨٥/٠٣/١٤,1,0
١٣٨٥/٠٣/١٥,2,0
١٣٨٥/٠٣/١٧,1,0
١٣٨٥/٠٣/١٨,2,0
١٣٨٥/٠٣/١٩,1,0
١٣٨٥/٠٣/٢٠,1,0
١٣٨٥/٠٣/٢١,1,0
١٣٨٥/٠٣/٢٢,1,0
١٣٨٥/٠٣/٢٣,3,0
١٣٨٥/٠٣/٢٤,1,0
١٣٨٥/٠٣/٢٥,1,0
١٣٨٥/٠٣/٢٦,2,0
١٣٨٥/٠٣/٢٧,1,0
١٣٨٥/٠٣/٢٨,1,0
١٣٨٥/٠٣/٢٩,1,0
١٣٨٥/٠٣/٣٠,3,0
١٣٨٥/٠٤/٠١,2,0
١٣٨٥/٠٤/٠٣,3,0
١٣٨٥/٠٤/٠٦,1,0
١٣٨٥/٠٤/٠٧,3,0
١٣٨٥/٠٤/٠٨,2,0
١٣٨٥/٠٤/٠٩,1,0
١٣٨٥/٠٤/١٢,1,0
١٣٨٥/٠٤/١٤,1,0
١٣٨٥/٠٤/١٦,2,0
١٣٨٥/٠٤/١٧,2,0
١٣٨٥/٠٤/١٨,1,0
١٣٨٥/٠٤/٢١,1,0
١٣٨٥/٠٤/٢٢,1,0
١٣٨٥/٠٤/٢٣,1,0
١٣٨٥/٠٤/٢٤,4,0
١٣٨٥/٠٤/٢٥,3,0
١٣٨٥/٠٤/٢٦,1,0
١٣٨٥/٠٤/٢٧,1,0
١٣٨٥/٠٤/٢٩,4,0
١٣٨٥/٠٤/٣٠,1,0
١٣٨٥/٠٥/٠١,2,0
١٣٨٥/٠٥/٠٢,2,0
١٣٨٥/٠٥/٠٦,1,0
١٣٨٥/٠٥/٠٨,1,0
١٣٨٥/٠٥/٠٩,3,0
١٣٨٥/٠٥/١١,1,0
١٣٨٥/٠٥/١٢,1,0
١٣٨٥/٠٥/١٣,2,0
١٣٨٥/٠٥/١٤,1,0
١٣٨٥/٠٥/١٥,1,0
١٣٨٥/٠٥/١٧,1,0
١٣٨٥/٠٥/١٨,2,0
١٣٨٥/٠٥/٢٠,1,0
١٣٨٥/٠٥/٢١,1,0
١٣٨٥/٠٥/٢٢,2,0
١٣٨٥/٠٥/٢٣,2,0
١٣٨٥/٠٥/٢٤,3,0
١٣٨٥/٠٥/٢٨,1,0
١٣٨٥/٠٥/٢٩,1,0
١٣٨٥/٠٦/٠١,1,0
١٣٨٥/٠٦/٠٣,2,0
١٣٨٥/٠٦/٠٤,1,0
١٣٨٥/٠٦/٠٦,3,0
١٣٨٥/٠٦/٠٧,1,0
١٣٨٥/٠٦/٠٨,2,0
١٣٨٥/٠٦/١٠,1,0
١٣٨٥/٠٦/١١,2,0
١٣٨٥/٠٦/١٢,1,0
١٣٨٥/٠٦/١٦,2,0
١٣٨٥/٠٦/١٧,1,0
١٣٨٥/٠٦/١٩,3,0
١٣٨٥/٠٦/٢٠,1,0
١٣٨٥/٠٦/٢١,2,0
١٣٨٥/٠٦/٢٣,1,0
١٣٨٥/٠٦/٢٤,1,0
١٣٨٥/٠٦/٢٥,1,0
١٣٨٥/٠٦/٢٦,2,0
١٣٨٥/٠٦/٢٧,1,0
١٣٨٥/٠٦/٢٨,1,0
١٣٨٥/٠٦/٢٩,1,0
١٣٨٥/٠٧/٠١,4,0
١٣٨٥/٠٧/٠٢,1,0
١٣٨٥/٠٧/٠٣,2,0
١٣٨٥/٠٧/٠٥,3,0
١٣٨٥/٠٧/١٢,3,0
١٣٨٥/٠٧/١٣,3,0
١٣٨٥/٠٧/١٤,1,0
١٣٨٥/٠٧/١٧,3,0
١٣٨٥/٠٧/١٨,1,0
١٣٨٥/٠٧/١٩,1,0
١٣٨٥/٠٧/٢١,1,0
١٣٨٥/٠٧/٢٢,2,0
١٣٨٥/٠٧/٢٣,3,0
١٣٨٥/٠٧/٢٤,1,0
١٣٨٥/٠٧/٢٥,2,0
١٣٨٥/٠٧/٢٦,2,0
١٣٨٥/٠٧/٢٧,2,0
١٣٨٥/٠٧/٢٩,2,0
١٣٨٥/٠٨/٠١,2,0
١٣٨٥/٠٨/٠٢,1,0
١٣٨٥/٠٨/٠٣,1,0
١٣٨٥/٠٨/٠٤,2,0
١٣٨٥/٠٨/٠٦,2,0
١٣٨٥/٠٨/٠٧,1,0
١٣٨٥/٠٨/٠٩,1,0
١٣٨٥/٠٨/١٣,1,0
١٣٨٥/٠٨/١٥,2,0
١٣٨٥/٠٨/١٦,2,0
١٣٨٥/٠٨/١٧,3,0
١٣٨٥/٠٨/١٨,1,0
١٣٨٥/٠٨/١٩,4,0
١٣٨٥/٠٨/٢٣,1,0
١٣٨٥/٠٨/٢٥,1,0
١٣٨٥/٠٨/٢٧,1,0
١٣٨٥/٠٨/٢٨,1,0
١٣٨٥/٠٨/٢٩,1,0
١٣٨٥/٠٩/٠٤,2,0
١٣٨٥/٠٩/٠٦,5,0
١٣٨٥/٠٩/٠٧,1,0
١٣٨٥/٠٩/٠٨,2,0
١٣٨٥/٠٩/٠٩,3,0
١٣٨٥/٠٩/١٠,2,0
١٣٨٥/٠٩/١١,4,0
١٣٨٥/٠٩/١٢,2,0
١٣٨٥/٠٩/١٣,1,0
١٣٨٥/٠٩/١٤,1,0
١٣٨٥/٠٩/١٥,1,0
١٣٨٥/٠٩/١٦,2,0
١٣٨٥/٠٩/١٨,4,0
١٣٨٥/٠٩/١٩,3,0
١٣٨٥/٠٩/٢٠,8,0
١٣٨٥/٠٩/٢٣,2,0
١٣٨٥/٠٩/٢٦,1,0
١٣٨٥/٠٩/٢٧,2,0
١٣٨٥/٠٩/٢٨,2,0
١٣٨٥/٠٩/٢٩,3,0
١٣٨٥/٠٩/٣٠,1,0
١٣٨٥/١٠/٠١,3,0
١٣٨٥/١٠/٠٢,1,0
١٣٨٥/١٠/٠٣,2,0
١٣٨٥/١٠/٠٥,3,0
١٣٨٥/١٠/٠٦,1,0
١٣٨٥/١٠/٠٧,3,0
١٣٨٥/١٠/٠٨,1,0
١٣٨٥/١٠/٠٩,1,0
١٣٨٥/١٠/١٠,2,0
١٣٨٥/١٠/١١,3,0
١٣٨٥/١٠/١٢,1,0
١٣٨٥/١٠/١٣,2,0
١٣٨٥/١٠/١٥,4,0
١٣٨٥/١٠/١٦,2,0
١٣٨٥/١٠/١٧,2,0
١٣٨٥/١٠/١٨,1,0
١٣٨٥/١٠/١٩,2,0
١٣٨٥/١٠/٢٠,2,0
١٣٨٥/١٠/٢١,3,0
١٣٨٥/١٠/٢٢,2,0
١٣٨٥/١٠/٢٤,1,0
١٣٨٥/١٠/٢٦,1,0
١٣٨٥/١٠/٢٧,2,0
١٣٨٥/١٠/٢٨,2,0
١٣٨٥/١٠/٢٩,2,0
١٣٨٥/١٠/٣٠,2,0
١٣٨٥/١١/٠١,1,0
١٣٨٥/١١/٠٢,4,0
١٣٨٥/١١/٠٣,2,0
١٣٨٥/١١/٠٥,2,0
١٣٨٥/١١/٠٦,4,0
١٣٨٥/١١/٠٧,3,0
١٣٨٥/١١/٠٨,3,0
١٣٨٥/١١/٠٩,4,0
١٣٨٥/١١/١٠,4,0
١٣٨٥/١١/١١,2,0
١٣٨٥/١١/١٣,2,0
١٣٨٥/١١/١٤,1,0
١٣٨٥/١١/١٥,2,0
١٣٨٥/١١/١٦,1,0
١٣٨٥/١١/١٧,2,0
١٣٨٥/١١/١٩,2,0
١٣٨٥/١١/٢١,1,0
١٣٨٥/١١/٢٣,1,0
١٣٨٥/١١/٢٤,3,0
١٣٨٥/١١/٢٥,2,0
١٣٨٥/١١/٢٦,1,0
١٣٨٥/١١/٢٧,2,0
١٣٨٥/١١/٢٨,3,0
١٣٨٥/١١/٢٩,1,0
١٣٨٥/١٢/٠١,1,0
١٣٨٥/١٢/٠٢,3,0
١٣٨٥/١٢/٠٣,4,0
١٣٨٥/١٢/٠٥,3,0
١٣٨٥/١٢/٠٦,1,0
١٣٨٥/١٢/٠٧,2,0
١٣٨٥/١٢/٠٨,2,0
١٣٨٥/١٢/١١,3,0
١٣٨٥/١٢/١٣,1,0
١٣٨٥/١٢/١٤,2,0
١٣٨٥/١٢/١٥,1,0
١٣٨٥/١٢/١٦,3,0
١٣٨٥/١٢/١٧,1,0
١٣٨٥/١٢/١٨,2,0
١٣٨٥/١٢/١٩,2,0
١٣٨٥/١٢/٢٠,2,0
١٣٨٥/١٢/٢١,2,0
١٣٨٥/١٢/٢٢,1,0
١٣٨٥/١٢/٢٣,2,0
١٣٨٥/١٢/٢٤,1,0
١٣٨٥/١٢/٢٥,3,0
١٣٨٥/١٢/٢٦,2,0
١٣٨٥/١٢/٢٧,2,0
١٣٨٥/١٢/٢٨,2,0
١٣٨٥/١٢/٢٩,2,0
١٣٨٦/٠١/٠١,1,0
١٣٨٦/٠١/٠٢,2,0
١٣٨٦/٠١/٠٣,3,0
١٣٨٦/٠١/٠٤,1,0
١٣٨٦/٠١/٠٥,1,0
١٣٨٦/٠١/٠٦,3,0
١٣٨٦/٠١/٠٩,1,0
١٣٨٦/٠١/١٠,2,0
١٣٨٦/٠١/١١,2,0
١٣٨٦/٠١/١٢,3,0
١٣٨٦/٠١/١٣,1,0
١٣٨٦/٠١/١٤,2,0
١٣٨٦/٠١/١٥,1,0
١٣٨٦/٠١/١٦,1,0
١٣٨٦/٠١/١٨,3,0
١٣٨٦/٠١/١٩,1,0
١٣٨٦/٠١/٢٠,2,0
١٣٨٦/٠١/٢٢,4,0
١٣٨٦/٠١/٢٣,4,0
١٣٨٦/٠١/٢٦,2,0
١٣٨٦/٠١/٢٧,1,0
١٣٨٦/٠١/٢٨,1,0
١٣٨٦/٠٢/٠١,3,0
١٣٨٦/٠٢/٠٢,3,0
١٣٨٦/٠٢/٠٣,1,0
١٣٨٦/٠٢/٠٤,1,0
١٣٨٦/٠٢/٠٥,3,0
١٣٨٦/٠٢/٠٦,3,0
١٣٨٦/٠٢/٠٧,3,0
١٣٨٦/٠٢/٠٨,2,0
١٣٨٦/٠٢/٠٩,1,0
١٣٨٦/٠٢/١٠,1,0
١٣٨٦/٠٢/١١,2,0
١٣٨٦/٠٢/١٢,2,0
١٣٨٦/٠٢/١٣,1,0
١٣٨٦/٠٢/١٤,1,0
١٣٨٦/٠٢/١٥,2,0
١٣٨٦/٠٢/١٦,1,0
١٣٨٦/٠٢/١٧,4,0
١٣٨٦/٠٢/١٩,1,0
١٣٨٦/٠٢/٢٠,3,0
١٣٨٦/٠٢/٢١,3,0
١٣٨٦/٠٢/٢٢,5,0
١٣٨٦/٠٢/٢٣,1,0
١٣٨٦/٠٢/٢٦,4,0
١٣٨٦/٠٢/٢٧,1,0
١٣٨٦/٠٢/٢٨,2,0
١٣٨٦/٠٢/٢٩,3,0
١٣٨٦/٠٢/٣٠,1,0
١٣٨٦/٠٣/٠١,1,0
١٣٨٦/٠٣/٠٢,5,0
١٣٨٦/٠٣/٠٣,1,0
١٣٨٦/٠٣/٠٤,2,0
١٣٨٦/٠٣/٠٥,3,0
١٣٨٦/٠٣/٠٦,3,0
١٣٨٦/٠٣/١٠,1,0
١٣٨٦/٠٣/١١,1,0
١٣٨٦/٠٣/١٢,2,0
١٣٨٦/٠٣/١٣,3,0
١٣٨٦/٠٣/١٤,3,0
١٣٨٦/٠٣/١٥,2,0
١٣٨٦/٠٣/١٦,2,0
١٣٨٦/٠٣/١٧,2,0
١٣٨٦/٠٣/١٨,2,0
١٣٨٦/٠٣/١٩,1,0
١٣٨٦/٠٣/٢١,2,0
١٣٨٦/٠٣/٢٢,1,0
١٣٨٦/٠٣/٢٣,2,0
١٣٨٦/٠٣/٢٥,2,0
١٣٨٦/٠٣/٢٦,3,0
١٣٨٦/٠٣/٢٧,1,0
١٣٨٦/٠٣/٢٨,2,0
١٣٨٦/٠٣/٢٩,2,0
١٣٨٦/٠٤/٠١,2,0
١٣٨٦/٠٤/٠٢,2,0
١٣٨٦/٠٤/٠٣,3,0
١٣٨٦/٠٤/٠٤,4,0
١٣٨٦/٠٤/٠٦,2,0
١٣٨٦/٠٤/٠٧,2,0
١٣٨٦/٠٤/٠٨,1,0
١٣٨٦/٠٤/٠٩,1,0
١٣٨٦/٠٤/١٠,1,0
١٣٨٦/٠٤/١١,1,0
١٣٨٦/٠٤/١٤,3,0
١٣٨٦/٠٤/١٥,2,0
١٣٨٦/٠٤/١٦,1,0
١٣٨٦/٠٤/١٧,1,0
١٣٨٦/٠٤/١٩,2,0
١٣٨٦/٠٤/٢٠,3,0
١٣٨٦/٠٤/٢١,1,0
١٣٨٦/٠٤/٢٢,2,0
١٣٨٦/٠٤/٢٣,2,0
١٣٨٦/٠٤/٢٤,1,0
١٣٨٦/٠٤/٢٥,4,0
١٣٨٦/٠٤/٢٦,1,0
١٣٨٦/٠٤/٢٧,1,0
١٣٨٦/٠٤/٢٨,3,0
١٣٨٦/٠٤/٢٩,1,0
١٣٨٦/٠٥/٠١,3,0
١٣٨٦/٠٥/٠٢,2,0
١٣٨٦/٠٥/٠٤,1,0
١٣٨٦/٠٥/٠٥,4,0
١٣٨٦/٠٥/٠٦,2,0
١٣٨٦/٠٥/٠٩,1,0
١٣٨٦/٠٥/١٠,2,0
١٣٨٦/٠٥/١١,1,0
١٣٨٦/٠٥/١٣,3,0
١٣٨٦/٠٥/١٤,1,0
١٣٨٦/٠٥/١٥,3,0
١٣٨٦/٠٥/١٦,2,0
١٣٨٦/٠٥/١٧,4,0
١٣٨٦/٠٥/١٨,3,0
١٣٨٦/٠٥/١٩,2,0
١٣٨٦/٠٥/٢٠,2,0
١٣٨٦/٠٥/٢٢,2,0
١٣٨٦/٠٥/٢٣,4,0
١٣٨٦/٠٥/٢٤,2,0
١٣٨٦/٠٥/٢٥,2,0
١٣٨٦/٠٥/٢٦,1,0
١٣٨٦/٠٥/٢٧,1,0
١٣٨٦/٠٥/٢٨,1,0
١٣٨٦/٠٥/٣٠,2,0
١٣٨٦/٠٦/٠٢,2,0
١٣٨٦/٠٦/٠٣,2,0
١٣٨٦/٠٦/٠٤,2,0
١٣٨٦/٠٦/٠٥,1,0
١٣٨٦/٠٦/٠٦,3,0
١٣٨٦/٠٦/٠٨,2,0
١٣٨٦/٠٦/٠٩,1,0
١٣٨٦/٠٦/١١,3,0
١٣٨٦/٠٦/١٢,3,0
١٣٨٦/٠٦/١٣,2,0
١٣٨٦/٠٦/١٤,2,0
١٣٨٦/٠٦/١٦,3,0
١٣٨٦/٠٦/١٧,2,0
١٣٨٦/٠٦/١٨,1,0
١٣٨٦/٠٦/١٩,1,0
١٣٨٦/٠٦/٢٠,1,0
١٣٨٦/٠٦/٢١,1,0
١٣٨٦/٠٦/٢٤,1,0
١٣٨٦/٠٦/٢٥,1,0
١٣٨٦/٠٦/٢٦,1,0
١٣٨٦/٠٦/٢٧,3,0
١٣٨٦/٠٦/٢٨,2,0
١٣٨٦/٠٦/٢٩,1,0
١٣٨٦/٠٧/٠١,4,0
١٣٨٦/٠٧/٠٢,1,0
١٣٨٦/٠٧/٠٣,2,0
١٣٨٦/٠٧/٠٤,2,0
١٣٨٦/٠٧/٠٥,3,0
١٣٨٦/٠٧/٠٦,7,0
١٣٨٦/٠٧/٠٧,1,0
١٣٨٦/٠٧/٠٨,1,0
١٣٨٦/٠٧/٠٩,4,0
١٣٨٦/٠٧/١٠,6,0
١٣٨٦/٠٧/١٢,2,0
١٣٨٦/٠٧/١٣,2,0
١٣٨٦/٠٧/١٤,2,0
١٣٨٦/٠٧/١٥,3,0
١٣٨٦/٠٧/١٦,2,0
١٣٨٦/٠٧/١٧,1,0
١٣٨٦/٠٧/١٨,2,0
١٣٨٦/٠٧/١٩,1,0
١٣٨٦/٠٧/٢٠,4,0
١٣٨٦/٠٧/٢١,5,0
١٣٨٦/٠٧/٢٣,1,0
١٣٨٦/٠٧/٢٤,2,0
١٣٨٦/٠٧/٢٥,1,0
١٣٨٦/٠٧/٢٦,2,0
١٣٨٦/٠٧/٢٧,1,0
١٣٨٦/٠٧/٢٨,4,0
١٣٨٦/٠٧/٢٩,2,0
١٣٨٦/٠٧/٣٠,3,0
١٣٨٦/٠٨/٠١,6,0
١٣٨٦/٠٨/٠٢,3,0
١٣٨٦/٠٨/٠٣,3,0
١٣٨٦/٠٨/٠٤,3,0
١٣٨٦/٠٨/٠٥,3,0
١٣٨٦/٠٨/٠٦,4,0
١٣٨٦/٠٨/٠٧,1,0
١٣٨٦/٠٨/٠٨,3,0
١٣٨٦/٠٨/٠٩,2,0
١٣٨٦/٠٨/١١,2,0
١٣٨٦/٠٨/١٢,2,0
١٣٨٦/٠٨/١٣,1,0
